"region";"subregion";"subid";"name";"party";"votes";"votes %"
"BUDAPEST";"Budapest V. kerület";"2";"Csárdi Antal";"LMP";"23345";"48.73"
"BUDAPEST";"Budapest V. kerület";"3";"Váradiné Naszályi Márta";"MSZP-PÁRBESZÉD";"0";"0.0"
"BUDAPEST";"Budapest V. kerület";"5";"Hollik István";"FIDESZ-KDNP";"20031";"41.81"
"BUDAPEST";"Budapest V. kerület";"6";"Fekete-Győr András";"MOMENTUM";"0";"0.0"
"BUDAPEST";"Budapest V. kerület";"7";"Horváth András";"MKKP";"1474";"3.08"
"BUDAPEST";"Budapest V. kerület";"8";"Losonczy Pál";"JOBBIK";"3060";"6.39"
"BUDAPEST";"Budapest V. kerület";"9";"Juhász Péter";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest XI. kerület";"1";"Benyovszky Gábor";"MUNKÁSPÁRT";"248";"0.45"
"BUDAPEST";"Budapest XI. kerület";"2";"Fischer Roland";"MKKP";"990";"1.78"
"BUDAPEST";"Budapest XI. kerület";"3";"Kreitler-Sas Máté";"LMP";"3384";"6.1"
"BUDAPEST";"Budapest XI. kerület";"4";"Gy. Németh Erzsébet";"DK";"22494";"40.53"
"BUDAPEST";"Budapest XI. kerület";"6";"Dr. Simicskó István";"FIDESZ-KDNP";"23403";"42.16"
"BUDAPEST";"Budapest XI. kerület";"11";"Dr. Bardócz-Tódor András";"JOBBIK";"3252";"5.86"
"BUDAPEST";"Budapest XI. kerület";"13";"Bedő Dávid";"MOMENTUM";"1540";"2.77"
"BUDAPEST";"Budapest XI. kerület";"18";"Kóber György";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest XI. kerület";"23";"Petre-Varga Fruzsina Zsuzsanna";"SEM";"195";"0.35"
"BUDAPEST";"Budapest XII. kerület";"1";"Bényi Hajnal";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest XII. kerület";"2";"Gyöngyösi Márton";"JOBBIK";"3142";"5.79"
"BUDAPEST";"Budapest XII. kerület";"3";"Kovács Gergely";"MKKP";"1530";"2.82"
"BUDAPEST";"Budapest XII. kerület";"4";"Gulyás Gergely";"FIDESZ-KDNP";"23173";"42.71"
"BUDAPEST";"Budapest XII. kerület";"5";"Kádár Barnabás Áron";"MOMENTUM";"1449";"2.67"
"BUDAPEST";"Budapest XII. kerület";"7";"Bauer Tamás";"DK";"21176";"39.03"
"BUDAPEST";"Budapest XII. kerület";"8";"Hajdu Mária";"LMP";"3787";"6.98"
"BUDAPEST";"Budapest II. kerület";"2";"Juhász Veronika";"MKKP";"1044";"1.8"
"BUDAPEST";"Budapest II. kerület";"3";"Ungár Péter";"LMP";"5848";"10.1"
"BUDAPEST";"Budapest II. kerület";"4";"Mihalik Zoltán";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest II. kerület";"5";"Arató István";"MUNKÁSPÁRT";"167";"0.29"
"BUDAPEST";"Budapest II. kerület";"6";"Benedek Márton";"MOMENTUM";"1538";"2.66"
"BUDAPEST";"Budapest II. kerület";"7";"Varga Mihály";"FIDESZ-KDNP";"24208";"41.82"
"BUDAPEST";"Budapest II. kerület";"8";"Kovács Tamás";"JOBBIK";"3585";"6.19"
"BUDAPEST";"Budapest II. kerület";"9";"Niedermüller Péter";"DK";"21496";"37.14"
"BUDAPEST";"Budapest VII. kerület";"3";"Dr. Oláh Lajos";"DK";"20598";"45.85"
"BUDAPEST";"Budapest VII. kerület";"5";"Moldován László";"LMP";"3055";"6.8"
"BUDAPEST";"Budapest VII. kerület";"6";"Dr. Bokros Lajos";"MODERN MAGYARORSZÁG MOZGALOM (MOMA)";"0";"0.0"
"BUDAPEST";"Budapest VII. kerület";"9";"Dr. Bajkai István";"FIDESZ-KDNP";"16687";"37.14"
"BUDAPEST";"Budapest VII. kerület";"12";"Döme Zsuzsanna";"MKKP";"1414";"3.15"
"BUDAPEST";"Budapest VII. kerület";"13";"Soproni Tamás";"MOMENTUM";"0";"0.0"
"BUDAPEST";"Budapest VII. kerület";"16";"Stummer János";"JOBBIK";"3171";"7.06"
"BUDAPEST";"Budapest VIII. kerület";"1";"Jakabfy Tamás";"LMP";"2582";"5.56"
"BUDAPEST";"Budapest VIII. kerület";"3";"Mischinger Péterné";"KÖZÖS NEVEZŐ";"0";"0.0"
"BUDAPEST";"Budapest VIII. kerület";"6";"Baranyi Krisztina";"EGYÜTT";"1454";"3.13"
"BUDAPEST";"Budapest VIII. kerület";"9";"Jakab Tamás";"MIÉP";"105";"0.23"
"BUDAPEST";"Budapest VIII. kerület";"13";"Konczos László József";"MUNKÁSPÁRT";"222";"0.48"
"BUDAPEST";"Budapest VIII. kerület";"14";"Dr. Cseh Katalin";"MOMENTUM";"1190";"2.56"
"BUDAPEST";"Budapest VIII. kerület";"16";"Dúró Dóra";"JOBBIK";"6001";"12.92"
"BUDAPEST";"Budapest VIII. kerület";"21";"Schauber Krisztina";"KÖSSZ";"39";"0.08"
"BUDAPEST";"Budapest VIII. kerület";"22";"Dr. Suda Dezső";"IRÁNYTŰ";"33";"0.07"
"BUDAPEST";"Budapest VIII. kerület";"23";"Racskó Gábor";"MKKP";"1065";"2.29"
"BUDAPEST";"Budapest VIII. kerület";"24";"Ara-Kovács Attila";"DK";"14947";"32.17"
"BUDAPEST";"Budapest VIII. kerület";"25";"Kocsis Máté";"FIDESZ-KDNP";"18818";"40.51"
"BUDAPEST";"Budapest XIII. kerület";"4";"Hiszékeny Dezső";"MSZP-PÁRBESZÉD";"33412";"56.48"
"BUDAPEST";"Budapest XIII. kerület";"6";"Sebő Ferenc";"MKKP";"1337";"2.26"
"BUDAPEST";"Budapest XIII. kerület";"11";"Kerékgyártó István";"LMP";"2447";"4.14"
"BUDAPEST";"Budapest XIII. kerület";"13";"Hajnal Miklós";"MOMENTUM";"1520";"2.57"
"BUDAPEST";"Budapest XIII. kerület";"18";"Harrach Tamás";"FIDESZ-KDNP";"16854";"28.49"
"BUDAPEST";"Budapest XIII. kerület";"23";"Magvasi Adrián";"JOBBIK";"3591";"6.07"
"BUDAPEST";"Budapest XIV. kerület";"2";"Szücs Attila";"MOMENTUM";"1771";"3.02"
"BUDAPEST";"Budapest XIV. kerület";"9";"Szávay István";"JOBBIK";"4492";"7.65"
"BUDAPEST";"Budapest XIV. kerület";"10";"Szentpáli Kolos";"MUNKÁSPÁRT";"209";"0.36"
"BUDAPEST";"Budapest XIV. kerület";"11";"Barta János";"LMP";"2410";"4.1"
"BUDAPEST";"Budapest XIV. kerület";"12";"Dr. Jelen Tamás";"FIDESZ-KDNP";"20588";"35.06"
"BUDAPEST";"Budapest XIV. kerület";"13";"Tóth Csaba";"MSZP-PÁRBESZÉD";"27736";"47.23"
"BUDAPEST";"Budapest XIV. kerület";"15";"Victora Zsolt";"MKKP";"1518";"2.58"
"BUDAPEST";"Budapest X. kerület";"1";"Kara Sándor";"IRÁNYTŰ";"58";"0.11"
"BUDAPEST";"Budapest X. kerület";"3";"Pálfi Margit Erzsébet";"KÖZÖS NEVEZŐ";"81";"0.15"
"BUDAPEST";"Budapest X. kerület";"7";"Dr. György István";"FIDESZ-KDNP";"21222";"39.32"
"BUDAPEST";"Budapest X. kerület";"12";"Tölcsér Borbála";"MOMENTUM";"1139";"2.11"
"BUDAPEST";"Budapest X. kerület";"17";"Závoczki Tibor";"MIÉP";"114";"0.21"
"BUDAPEST";"Budapest X. kerület";"19";"Burány Sándor";"MSZP-PÁRBESZÉD";"22010";"40.78"
"BUDAPEST";"Budapest X. kerület";"21";"Kerezsi László";"MUNKÁSPÁRT";"223";"0.41"
"BUDAPEST";"Budapest X. kerület";"23";"Postásné Balázs Ildikó Ilona";"LENDÜLETTEL";"34";"0.06"
"BUDAPEST";"Budapest X. kerület";"25";"Tubák István";"JOBBIK";"5437";"10.07"
"BUDAPEST";"Budapest X. kerület";"26";"Demeter Márta";"LMP";"3522";"6.53"
"BUDAPEST";"Budapest X. kerület";"29";"Kovács Csaba";"NEMZET ÉS BÉKE";"68";"0.13"
"BUDAPEST";"Budapest X. kerület";"31";"Lantos Tivadar";"HAJRÁ MAGYARORSZÁG!";"68";"0.13"
"BUDAPEST";"Budapest III. kerület";"1";"Pataki Márton";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest III. kerület";"7";"Póznik György Csaba";"IRÁNYTŰ";"139";"0.25"
"BUDAPEST";"Budapest III. kerület";"9";"Zsiga-Kárpát Dániel";"JOBBIK";"6070";"10.82"
"BUDAPEST";"Budapest III. kerület";"11";"Petővári Rolland";"HAJRÁ MAGYARORSZÁG!";"127";"0.23"
"BUDAPEST";"Budapest III. kerület";"13";"Papp László Árpád";"LENDÜLETTEL";"141";"0.25"
"BUDAPEST";"Budapest III. kerület";"14";"Menczer Erzsébet";"FIDESZ-KDNP";"20403";"36.36"
"BUDAPEST";"Budapest III. kerület";"15";"Szabó Timea";"MSZP-PÁRBESZÉD";"27017";"48.15"
"BUDAPEST";"Budapest III. kerület";"17";"Donáth Anna Júlia";"MOMENTUM";"2213";"3.94"
"BUDAPEST";"Budapest III. kerület";"20";"Dr. Ábrahám Júlia";"LMP";"0";"0.0"
"BUDAPEST";"Budapest IV. kerület";"1";"Horváth Imre";"Független jelölt";"1332";"2.34"
"BUDAPEST";"Budapest IV. kerület";"2";"Galyas István";"KÖSSZ";"59";"0.1"
"BUDAPEST";"Budapest IV. kerület";"4";"Dr. Zsigmond Barna Pál";"FIDESZ-KDNP";"20080";"35.26"
"BUDAPEST";"Budapest IV. kerület";"5";"Mónus Katalin";"KÖZÖS NEVEZŐ";"87";"0.15"
"BUDAPEST";"Budapest IV. kerület";"6";"Horváth József";"MCP";"36";"0.06"
"BUDAPEST";"Budapest IV. kerület";"7";"Kanász-Nagy Máté";"LMP";"3459";"6.07"
"BUDAPEST";"Budapest IV. kerület";"9";"Sedon Béla";"SEM";"117";"0.21"
"BUDAPEST";"Budapest IV. kerület";"10";"Varju László";"DK";"23238";"40.8"
"BUDAPEST";"Budapest IV. kerület";"11";"Hegedűs Lóránt Gézáné";"JOBBIK";"5826";"10.23"
"BUDAPEST";"Budapest IV. kerület";"12";"Stefán Réka Anett";"HAM";"0";"0.0"
"BUDAPEST";"Budapest IV. kerület";"14";"Agócs János";"TENNI AKARÁS MOZGALOM";"25";"0.04"
"BUDAPEST";"Budapest IV. kerület";"15";"Derecskei Magdolna";"REND PÁRT";"33";"0.06"
"BUDAPEST";"Budapest IV. kerület";"17";"Gulyás Lászlóné";"HAJRÁ MAGYARORSZÁG!";"33";"0.06"
"BUDAPEST";"Budapest IV. kerület";"19";"Molnár Tibor";"MOMENTUM";"1278";"2.24"
"BUDAPEST";"Budapest IV. kerület";"22";"Fehérvári Zsolt István";"MUNKÁSPÁRT";"188";"0.33"
"BUDAPEST";"Budapest IV. kerület";"23";"Vinter Andrea";"EMMO";"0";"0.0"
"BUDAPEST";"Budapest IV. kerület";"26";"Fuglovics-Hedvicsek Sándor";"OP";"35";"0.06"
"BUDAPEST";"Budapest IV. kerület";"29";"Paizs Miklós";"MKKP";"1064";"1.87"
"BUDAPEST";"Budapest IV. kerület";"30";"Mészárosné Pércsi Anita";"MIÉP";"66";"0.12"
"BUDAPEST";"Budapest XV. kerület";"3";"Mihály László";"MUNKÁSPÁRT";"231";"0.42"
"BUDAPEST";"Budapest XV. kerület";"4";"Majoros István";"REND PÁRT";"37";"0.07"
"BUDAPEST";"Budapest XV. kerület";"5";"Honti Richárd";"KÖZÖS NEVEZŐ";"65";"0.12"
"BUDAPEST";"Budapest XV. kerület";"6";"Pálmai Attila";"MKKP";"1048";"1.91"
"BUDAPEST";"Budapest XV. kerület";"7";"László Tamás";"FIDESZ-KDNP";"20622";"37.54"
"BUDAPEST";"Budapest XV. kerület";"8";"Parragh Lajos";"KÖSSZ";"72";"0.13"
"BUDAPEST";"Budapest XV. kerület";"10";"Huzsvári Erzsébet Mária";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest XV. kerület";"11";"Móricz Eszter";"LENDÜLETTEL";"388";"0.71"
"BUDAPEST";"Budapest XV. kerület";"12";"Szilvágyi László";"LMP";"2540";"4.62"
"BUDAPEST";"Budapest XV. kerület";"15";"Krisztics Bianka Ilona";"MOMENTUM";"1082";"1.97"
"BUDAPEST";"Budapest XV. kerület";"16";"Dr. Gyenes Géza";"JOBBIK";"5640";"10.27"
"BUDAPEST";"Budapest XV. kerület";"19";"Hajdu László";"DK";"23212";"42.25"
"BUDAPEST";"Budapest XVI. kerület";"1";"Molnár Mikeás";"LENDÜLETTEL";"87";"0.16"
"BUDAPEST";"Budapest XVI. kerület";"2";"Vajda Zoltán";"EGYÜTT";"22245";"39.96"
"BUDAPEST";"Budapest XVI. kerület";"3";"Nemes Gábor";"DK";"0";"0.0"
"BUDAPEST";"Budapest XVI. kerület";"4";"Derecskei Anita";"KÖZÖS NEVEZŐ";"187";"0.34"
"BUDAPEST";"Budapest XVI. kerület";"6";"Tánczos Tamás";"NEMZET ÉS BÉKE";"52";"0.09"
"BUDAPEST";"Budapest XVI. kerület";"7";"Tokody Marcell Gergely";"JOBBIK";"5086";"9.14"
"BUDAPEST";"Budapest XVI. kerület";"8";"Hollai Gábor";"MOMENTUM";"0";"0.0"
"BUDAPEST";"Budapest XVI. kerület";"9";"Koch János";"MUNKÁSPÁRT";"311";"0.56"
"BUDAPEST";"Budapest XVI. kerület";"11";"Schiller Katalin";"IRÁNYTŰ";"52";"0.09"
"BUDAPEST";"Budapest XVI. kerület";"15";"Szántai Péter";"REND PÁRT";"64";"0.11"
"BUDAPEST";"Budapest XVI. kerület";"17";"Mizsei László";"LMP";"4048";"7.27"
"BUDAPEST";"Budapest XVI. kerület";"18";"Tóthné Farkas Anita";"MIÉP";"137";"0.25"
"BUDAPEST";"Budapest XVI. kerület";"20";"Csomor Judit";"NP";"70";"0.13"
"BUDAPEST";"Budapest XVI. kerület";"22";"Szatmáry Kristóf";"FIDESZ-KDNP";"23328";"41.91"
"BUDAPEST";"Budapest XVII. kerület";"1";"Tóth Endre";"MOMENTUM";"1608";"2.78"
"BUDAPEST";"Budapest XVII. kerület";"2";"Dunai Mónika";"FIDESZ-KDNP";"23784";"41.17"
"BUDAPEST";"Budapest XVII. kerület";"6";"Genetheim Barbara Éva";"NEMZET ÉS BÉKE";"119";"0.21"
"BUDAPEST";"Budapest XVII. kerület";"7";"Szilágyi György";"JOBBIK";"7536";"13.04"
"BUDAPEST";"Budapest XVII. kerület";"10";"Fléger István Tamás";"MUNKÁSPÁRT";"253";"0.44"
"BUDAPEST";"Budapest XVII. kerület";"11";"Lukoczki Károly";"MSZP-PÁRBESZÉD";"21512";"37.23"
"BUDAPEST";"Budapest XVII. kerület";"12";"Kelemenné Jancsó Mónika";"REND PÁRT";"137";"0.24"
"BUDAPEST";"Budapest XVII. kerület";"14";"Schmuck Erzsébet";"LMP";"2826";"4.89"
"BUDAPEST";"Budapest XVII. kerület";"15";"Radics Tibor";"KÖZÖS NEVEZŐ";"0";"0.0"
"BUDAPEST";"Budapest XVIII. kerület";"1";"Kucsák László";"FIDESZ-KDNP";"23848";"39.7"
"BUDAPEST";"Budapest XVIII. kerület";"6";"Majoros Málna";"KÖZÖS NEVEZŐ";"368";"0.61"
"BUDAPEST";"Budapest XVIII. kerület";"7";"Kunhalmi Ágnes";"MSZP-PÁRBESZÉD";"27813";"46.3"
"BUDAPEST";"Budapest XVIII. kerület";"9";"Nagy Károly";"MOMENTUM";"0";"0.0"
"BUDAPEST";"Budapest XVIII. kerület";"11";"Földényi György";"LENDÜLETTEL";"0";"0.0"
"BUDAPEST";"Budapest XVIII. kerület";"12";"Megyes Zoltán István";"MUNKÁSPÁRT";"226";"0.38"
"BUDAPEST";"Budapest XVIII. kerület";"13";"Szabó Balázs";"IRÁNYTŰ";"50";"0.08"
"BUDAPEST";"Budapest XVIII. kerület";"14";"Kozma Tímea";"SZEM PÁRT";"135";"0.22"
"BUDAPEST";"Budapest XVIII. kerület";"16";"Pilán László";"MIÉP";"131";"0.22"
"BUDAPEST";"Budapest XVIII. kerület";"17";"Nagy Gábor László";"HAJRÁ MAGYARORSZÁG!";"0";"0.0"
"BUDAPEST";"Budapest XVIII. kerület";"18";"Kassai Dániel";"LMP";"0";"0.0"
"BUDAPEST";"Budapest XVIII. kerület";"19";"Makai Tibor";"JOBBIK";"6977";"11.61"
"BUDAPEST";"Budapest XVIII. kerület";"23";"Mervel Zsolt";"CSP";"524";"0.87"
"BUDAPEST";"Budapest XX. kerület";"1";"Bencsik János";"JOBBIK";"6373";"12.21"
"BUDAPEST";"Budapest XX. kerület";"5";"Fehér Máté József";"SZEM PÁRT";"141";"0.27"
"BUDAPEST";"Budapest XX. kerület";"6";"Teveli Dalma";"MOMENTUM";"1060";"2.03"
"BUDAPEST";"Budapest XX. kerület";"8";"Papp Zoltán";"LENDÜLETTEL";"78";"0.15"
"BUDAPEST";"Budapest XX. kerület";"14";"Grubicska Bettina";"HAM";"0";"0.0"
"BUDAPEST";"Budapest XX. kerület";"16";"Földesi Gyula";"FIDESZ-KDNP";"19462";"37.28"
"BUDAPEST";"Budapest XX. kerület";"19";"Dr. Hiller István";"MSZP-PÁRBESZÉD";"22572";"43.23"
"BUDAPEST";"Budapest XX. kerület";"21";"Márton Kálmán";"ÉRTÜNK ÉRTETEK";"48";"0.09"
"BUDAPEST";"Budapest XX. kerület";"22";"Somodi Klára";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest XX. kerület";"23";"Ferenczi István";"LMP";"2287";"4.38"
"BUDAPEST";"Budapest XX. kerület";"30";"Deli Károly";"MIÉP";"190";"0.36"
"BUDAPEST";"Budapest XXI. kerület";"3";"Bereczki Miklós";"JOBBIK";"8673";"15.58"
"BUDAPEST";"Budapest XXI. kerület";"4";"Bokor Sándor";"EU.ROM";"99";"0.18"
"BUDAPEST";"Budapest XXI. kerület";"5";"Soós Réka Anna";"SZEM PÁRT";"112";"0.2"
"BUDAPEST";"Budapest XXI. kerület";"8";"Andrásfai-Szerencse Ödön";"MIÉP";"101";"0.18"
"BUDAPEST";"Budapest XXI. kerület";"9";"Nagy-Kovács Géza";"EMMO";"0";"0.0"
"BUDAPEST";"Budapest XXI. kerület";"10";"Németh Szilárd István";"FIDESZ-KDNP";"20653";"37.09"
"BUDAPEST";"Budapest XXI. kerület";"11";"Dr. Tenk András";"LMP";"0";"0.0"
"BUDAPEST";"Budapest XXI. kerület";"12";"Csaja Józsefné";"REND PÁRT";"39";"0.07"
"BUDAPEST";"Budapest XXI. kerület";"13";"Palczert Alexandra Petra";"CSP";"317";"0.57"
"BUDAPEST";"Budapest XXI. kerület";"14";"Soltész Szilvia Nikolett";"MKKP";"1374";"2.47"
"BUDAPEST";"Budapest XXI. kerület";"16";"Sztojka Ferenc";"MISZEP";"41";"0.07"
"BUDAPEST";"Budapest XXI. kerület";"17";"Bossányi Edina";"MEDETE PÁRT";"49";"0.09"
"BUDAPEST";"Budapest XXI. kerület";"20";"Szalai Imre";"NP";"21";"0.04"
"BUDAPEST";"Budapest XXI. kerület";"22";"Kállai József";"KÖSSZ";"66";"0.12"
"BUDAPEST";"Budapest XXI. kerület";"23";"Grubicska Kitti";"HAM";"0";"0.0"
"BUDAPEST";"Budapest XXI. kerület";"25";"Dukán András Ferenc";"MOMENTUM";"0";"0.0"
"BUDAPEST";"Budapest XXI. kerület";"26";"Dr. Szabó Szabolcs";"EGYÜTT";"23637";"42.45"
"BUDAPEST";"Budapest XXI. kerület";"28";"Kovács Enikő";"IRÁNYTŰ";"40";"0.07"
"BUDAPEST";"Budapest XXI. kerület";"30";"Wolf József";"MUNKÁSPÁRT";"303";"0.54"
"BUDAPEST";"Budapest XXI. kerület";"31";"Tóthné Király Beáta";"ÖSSZEFOGÁS PÁRT";"38";"0.07"
"BUDAPEST";"Budapest XXI. kerület";"32";"Grubicska Gyuláné";"SEM";"0";"0.0"
"BUDAPEST";"Budapest XXI. kerület";"33";"Honti-Majoros Ildikó";"KÖZÖS NEVEZŐ";"118";"0.21"
"BUDAPEST";"Budapest XXI. kerület";"34";"Bangóné Borbély Ildikó";"MSZP-PÁRBESZÉD";"0";"0.0"
"BUDAPEST";"Budapest XXII. kerület";"5";"Hotz Antal";"MKKP";"1220";"2.02"
"BUDAPEST";"Budapest XXII. kerület";"6";"Molnár Gyula";"MSZP-PÁRBESZÉD";"24983";"41.45"
"BUDAPEST";"Budapest XXII. kerület";"7";"Dr. Hajdu Nóra";"EGYÜTT";"0";"0.0"
"BUDAPEST";"Budapest XXII. kerület";"8";"Németh Zsolt";"FIDESZ-KDNP";"24144";"40.06"
"BUDAPEST";"Budapest XXII. kerület";"10";"Szeibert Márton";"AQP";"145";"0.24"
"BUDAPEST";"Budapest XXII. kerület";"12";"Pitz Dániel";"LMP";"2556";"4.24"
"BUDAPEST";"Budapest XXII. kerület";"13";"Orosz Anna";"MOMENTUM";"1703";"2.83"
"BUDAPEST";"Budapest XXII. kerület";"14";"Dr. Staudt Gábor";"JOBBIK";"5525";"9.17"
"BARANYA";"Pécs";"7";"Fogarasi Gábor";"JOBBIK";"7887";"14.08"
"BARANYA";"Pécs";"9";"Dr. Keresztes László Lóránt";"LMP";"3059";"5.46"
"BARANYA";"Pécs";"10";"Szeghy Mária";"A HAZA PÁRTJA";"139";"0.25"
"BARANYA";"Pécs";"11";"Bauer János";"MIÉP";"137";"0.24"
"BARANYA";"Pécs";"16";"Csizi Péter";"FIDESZ-KDNP";"20702";"36.97"
"BARANYA";"Pécs";"17";"Nagy Richárd";"MKKP";"976";"1.74"
"BARANYA";"Pécs";"18";"Dr. Mellár Tamás";"Független jelölt";"21988";"39.26"
"BARANYA";"Pécs";"22";"Varga Dávid";"SZEM PÁRT";"104";"0.19"
"BARANYA";"Pécs";"27";"Nemes Balázs";"MOMENTUM";"1011";"1.81"
"BARANYA";"Pécs";"3";"Tukora Gábor";"MODERN MAGYARORSZÁG MOZGALOM (MOMA)";"125";"0.23"
"BARANYA";"Pécs";"6";"Bogolin Csaba";"MIÉP";"144";"0.27"
"BARANYA";"Pécs";"7";"Berkecz Balázs";"EGYÜTT";"1277";"2.39"
"BARANYA";"Pécs";"10";"Martos Csongor";"MKKP";"1015";"1.9"
"BARANYA";"Pécs";"11";"Dr. Hoppál Péter";"FIDESZ-KDNP";"21471";"40.11"
"BARANYA";"Pécs";"14";"Vasvári Ametiszt Rita";"CSP";"327";"0.61"
"BARANYA";"Pécs";"18";"Nagy Ferenc";"DK";"11160";"20.85"
"BARANYA";"Pécs";"20";"Lovasné Parczen Gabriella";"A HAZA PÁRTJA";"85";"0.16"
"BARANYA";"Pécs";"21";"Körömi Attila";"MOMENTUM";"1039";"1.94"
"BARANYA";"Pécs";"25";"Rajczi Klára";"KÖSSZ";"50";"0.09"
"BARANYA";"Pécs";"28";"Hohn Krisztina";"LMP";"4899";"9.15"
"BARANYA";"Pécs";"30";"Gyimesi Gábor";"JOBBIK";"11858";"22.15"
"BARANYA";"Pécs";"32";"Kulcsár Jánosné";"ÖSSZEFOGÁS PÁRT";"75";"0.14"
"BARANYA";"Mohács";"2";"Dr. Hargitai János";"FIDESZ-KDNP";"27603";"57.62"
"BARANYA";"Mohács";"3";"Kóródiné Sárközi Rita";"MCP";"134";"0.28"
"BARANYA";"Mohács";"4";"Prim Géza";"FKGP";"165";"0.34"
"BARANYA";"Mohács";"5";"Orsós Erzsébet";"MEDETE PÁRT";"65";"0.14"
"BARANYA";"Mohács";"6";"Bosnyák András";"LMP";"3345";"6.98"
"BARANYA";"Mohács";"8";"Antal-Haszonics Hajnalka";"ÖSSZEFOGÁS PÁRT";"84";"0.18"
"BARANYA";"Mohács";"11";"Lukács János";"DK";"4262";"8.9"
"BARANYA";"Mohács";"12";"Szőcs Norbert";"JOBBIK";"11359";"23.71"
"BARANYA";"Mohács";"14";"Buzgó Krisztina";"HHP";"64";"0.13"
"BARANYA";"Mohács";"15";"Lakatos Csaba";"CSP";"228";"0.48"
"BARANYA";"Mohács";"16";"Szaksz Adrienn Zsanett";"SEM";"213";"0.44"
"BARANYA";"Mohács";"17";"Mihálovics Ibolya";"IMA";"0";"0.0"
"BARANYA";"Mohács";"23";"Lőrinczné Németh Marianna Sarolta";"HAJRÁ MAGYARORSZÁG!";"97";"0.2"
"BARANYA";"Mohács";"26";"Winkler Roland";"HAM";"0";"0.0"
"BARANYA";"Mohács";"28";"Horváth József";"MUNKÁSPÁRT";"284";"0.59"
"BARANYA";"Szigetvár";"3";"Orbán Kálmán Péter";"MUNKÁSPÁRT";"339";"0.68"
"BARANYA";"Szigetvár";"5";"Balázs Gréta Nikolett";"CSP";"203";"0.41"
"BARANYA";"Szigetvár";"6";"Antal Gábor";"ÖSSZEFOGÁS PÁRT";"59";"0.12"
"BARANYA";"Szigetvár";"7";"Paizs Béla";"IMA";"0";"0.0"
"BARANYA";"Szigetvár";"8";"Gergely Attila";"MOMENTUM";"383";"0.77"
"BARANYA";"Szigetvár";"9";"Angyal Károly Tibor";"LMP";"1667";"3.33"
"BARANYA";"Szigetvár";"12";"Baráth Józsefné";"MIÉP";"71";"0.14"
"BARANYA";"Szigetvár";"13";"Alpár György";"Független jelölt";"0";"0.0"
"BARANYA";"Szigetvár";"16";"Dr. Vass Péter";"MSZP-PÁRBESZÉD";"13605";"27.19"
"BARANYA";"Szigetvár";"18";"Matula Gergely József";"MODERN MAGYARORSZÁG MOZGALOM (MOMA)";"0";"0.0"
"BARANYA";"Szigetvár";"19";"Mahmood Vanda";"MEDETE PÁRT";"25";"0.05"
"BARANYA";"Szigetvár";"20";"Kozmáné Szenttamási-Nagy Klára";"OP";"77";"0.15"
"BARANYA";"Szigetvár";"22";"Nagy Csaba";"FIDESZ-KDNP";"24479";"48.93"
"BARANYA";"Szigetvár";"24";"Hidalmási Dávid Zoltán";"SZEM PÁRT";"56";"0.11"
"BARANYA";"Szigetvár";"25";"Andrics Aliz";"JOBBIK";"7914";"15.82"
"BARANYA";"Szigetvár";"26";"Gálné Szerző Magdolna";"HAJRÁ MAGYARORSZÁG!";"43";"0.09"
"BARANYA";"Szigetvár";"27";"Németh István";"FKGP";"91";"0.18"
"BARANYA";"Szigetvár";"28";"Resch Éva Anna";"A HAZA PÁRTJA";"50";"0.1"
"BARANYA";"Szigetvár";"29";"Rajnai Attila";"EGYÜTT";"144";"0.29"
"BARANYA";"Szigetvár";"31";"Iván Petra";"MKKP";"535";"1.07"
"BARANYA";"Szigetvár";"32";"Fazakas András";"SEM";"72";"0.14"
"BARANYA";"Szigetvár";"33";"Bihari Márk";"MCP";"120";"0.24"
"BARANYA";"Szigetvár";"34";"Ordas József";"ÚMF";"96";"0.19"
"BÁCS–KISKUN";"Kecskemét";"7";"Brem László";"SEM";"338";"0.72"
"BÁCS–KISKUN";"Kecskemét";"8";"Dr. Károlyi Zoltán";"MODERN MAGYARORSZÁG MOZGALOM (MOMA)";"234";"0.5"
"BÁCS–KISKUN";"Kecskemét";"10";"Iváncsó Anikó";"OP";"0";"0.0"
"BÁCS–KISKUN";"Kecskemét";"11";"Lejer Zoltán";"JOBBIK";"11231";"24.0"
"BÁCS–KISKUN";"Kecskemét";"12";"Szőkéné Kopping Rita";"DK";"3595";"7.68"
"BÁCS–KISKUN";"Kecskemét";"13";"Tormási György";"MIÉP";"134";"0.29"
"BÁCS–KISKUN";"Kecskemét";"15";"Szarvas Koppány Bendegúz";"MOMENTUM";"1105";"2.36"
"BÁCS–KISKUN";"Kecskemét";"20";"Dr. Salacz László";"FIDESZ-KDNP";"25519";"54.53"
"BÁCS–KISKUN";"Kecskemét";"25";"Vágó Gábor";"LMP";"4642";"9.92"
