"region";"subregion";"subid";"name";"party";"votes";"votes %"
"TOLNA";"Paks";"15";"Szabados-Molnár Adrián";"MISZEP";"34";"0.08"
"TOLNA";"Paks";"16";"Farkas Katalin";"KÖZÖS NEVEZŐ";"56";"0.14"
"TOLNA";"Paks";"18";"Csingár Eszter";"IRÁNYTŰ";"26";"0.06"
"TOLNA";"Paks";"19";"Heringes Anita";"MSZP-PÁRBESZÉD";"4806";"11.76"
"TOLNA";"Paks";"20";"Szalay Levente";"SZEM PÁRT";"35";"0.09"
"TOLNA";"Paks";"21";"Orsós Zsolt";"TENNI AKARÁS MOZGALOM";"15";"0.04"
"TOLNA";"Paks";"22";"Pfeifer Roxána";"HAM";"0";"0.0"
"TOLNA";"Paks";"23";"Orsós Olívia";"EU.ROM";"21";"0.05"
"TOLNA";"Paks";"24";"Szarka Sándor";"MUNKÁSPÁRT";"151";"0.37"
"TOLNA";"Paks";"25";"Bencze János";"JOBBIK";"9900";"24.23"
"TOLNA";"Paks";"26";"Bodnár Edina";"MCP";"36";"0.09"
"VAS";"Szombathely";"1";"Vágner Gabriella";"NP";"31";"0.06"
"VAS";"Szombathely";"3";"Szakály Gábor";"HAJRÁ MAGYARORSZÁG!";"69";"0.13"
"VAS";"Szombathely";"4";"Horváth Csaba";"MCP";"23";"0.04"
"VAS";"Szombathely";"5";"Bazsó Sándor János";"KÖZÖS NEVEZŐ";"34";"0.07"
"VAS";"Szombathely";"6";"Balassa Péter";"JOBBIK";"6576";"12.58"
"VAS";"Szombathely";"7";"Szeidel Petra";"ÖSSZEFOGÁS PÁRT";"23";"0.04"
"VAS";"Szombathely";"8";"Dr. Nemény András";"MSZP-PÁRBESZÉD";"15950";"30.52"
"VAS";"Szombathely";"9";"Megyeri László";"KÖSSZ";"32";"0.06"
"VAS";"Szombathely";"12";"Dr. Hende Csaba";"FIDESZ-KDNP";"26086";"49.92"
"VAS";"Szombathely";"13";"Horváth Gábor";"SZEM PÁRT";"66";"0.13"
"VAS";"Szombathely";"14";"Németh Ákos";"LMP";"1854";"3.55"
"VAS";"Szombathely";"16";"Viszlayné Pavelkovits Petra";"MKKP";"748";"1.43"
"VAS";"Szombathely";"18";"Falta Péter";"MOMENTUM";"610";"1.17"
"VAS";"Szombathely";"19";"Fábián Balázs Pál";"CSP";"125";"0.24"
"VAS";"Szombathely";"23";"Dr. Czeglédy Csaba";"Független jelölt";"0";"0.0"
"VAS";"Szombathely";"24";"Koller Krisztián";"MEDETE PÁRT";"27";"0.05"
"VAS";"Sárvár";"1";"Jelinek Roland";"CSP";"216";"0.42"
"VAS";"Sárvár";"2";"Ágh Péter";"FIDESZ-KDNP";"31226";"61.38"
"VAS";"Sárvár";"3";"Szeidel Julianna";"ÖSSZEFOGÁS PÁRT";"104";"0.2"
"VAS";"Sárvár";"6";"Rába Kálmán";"JOBBIK";"9278";"18.24"
"VAS";"Sárvár";"7";"Dr. Horváth Attila";"MSZP-PÁRBESZÉD";"7110";"13.98"
"VAS";"Sárvár";"8";"György István Péter";"LMP";"1826";"3.59"
"VAS";"Sárvár";"9";"Barkovics Roland";"SZEM PÁRT";"88";"0.17"
"VAS";"Sárvár";"10";"Horváth Mercédesz";"MCP";"31";"0.06"
"VAS";"Sárvár";"13";"Tóth Sándor";"MIÉP";"137";"0.27"
"VAS";"Sárvár";"16";"Bazsó Ferenc";"KÖZÖS NEVEZŐ";"54";"0.11"
"VAS";"Sárvár";"17";"Kovács Attila";"MOMENTUM";"677";"1.33"
"VAS";"Sárvár";"25";"Szekeres Tamásné";"KÖSSZ";"56";"0.11"
"VAS";"Sárvár";"28";"Horváth Áron";"MEDETE PÁRT";"73";"0.14"
"VAS";"Körmend";"1";"Mészáros Anetta Anikó";"REND PÁRT";"34";"0.07"
"VAS";"Körmend";"2";"Sinka Vivien Karolin";"MEDETE PÁRT";"30";"0.06"
"VAS";"Körmend";"5";"Asztalos Zsolt Károly";"HAJRÁ MAGYARORSZÁG!";"54";"0.11"
"VAS";"Körmend";"7";"Dévényi Attila";"TAMP";"15";"0.03"
"VAS";"Körmend";"8";"Bogáti András";"LMP";"1526";"3.13"
"VAS";"Körmend";"9";"Egri Zsoltné";"ÉRTÜNK ÉRTETEK";"19";"0.04"
"VAS";"Körmend";"10";"Holtai Imre";"KÖSSZ";"45";"0.09"
"VAS";"Körmend";"12";"Baloghné Farkas Szidónia Magdolna";"MCP";"32";"0.07"
"VAS";"Körmend";"13";"Dr. Sinkáné Vati Júlia";"CSP";"187";"0.38"
"VAS";"Körmend";"14";"Bazsó Ferencné";"KÖZÖS NEVEZŐ";"39";"0.08"
"VAS";"Körmend";"18";"Kiss Roland József";"HAM";"0";"0.0"
"VAS";"Körmend";"19";"Somogyi Dávid";"EMMO";"0";"0.0"
"VAS";"Körmend";"20";"V.Németh Zsolt";"FIDESZ-KDNP";"30970";"63.52"
"VAS";"Körmend";"21";"Gerencsér Mária";"MOMENTUM";"506";"1.04"
"VAS";"Körmend";"22";"Sütő János Zoltán";"EP";"41";"0.08"
"VAS";"Körmend";"23";"Balogh Tibor";"DK";"2093";"4.29"
"VAS";"Körmend";"24";"Beke Balázs";"SZEM PÁRT";"48";"0.1"
"VAS";"Körmend";"25";"Darcsi Natália";"ÖSSZEFOGÁS PÁRT";"19";"0.04"
"VAS";"Körmend";"27";"Hersics Gyula";"MAGYARORSZÁGÉRT DEMOKRATIKUS PÁRT";"30";"0.06"
"VAS";"Körmend";"28";"Bana Tibor";"JOBBIK";"13072";"26.81"
"VESZPRÉM";"Veszprém";"2";"Dr. Varga-Damm Andrea";"JOBBIK";"7054";"13.27"
"VESZPRÉM";"Veszprém";"4";"Ovádi Péter";"FIDESZ-KDNP";"25920";"48.75"
"VESZPRÉM";"Veszprém";"5";"Szimmer Ákos";"MKKP";"818";"1.54"
"VESZPRÉM";"Veszprém";"7";"Kész Zoltán";"Független jelölt";"16688";"31.39"
"VESZPRÉM";"Veszprém";"9";"Nagy Éva";"ÖSSZEFOGÁS PÁRT";"130";"0.24"
"VESZPRÉM";"Veszprém";"11";"Dr. Meződi János";"MOMENTUM";"744";"1.4"
"VESZPRÉM";"Veszprém";"13";"Hites Viktor";"LMP";"1811";"3.41"
"VESZPRÉM";"Balatonfüred";"2";"Pillér Zsolt Márton";"HAZA MINDENKIÉ";"70";"0.13"
"VESZPRÉM";"Balatonfüred";"4";"Molnár Richárdné";"TENNI AKARÁS MOZGALOM";"69";"0.13"
"VESZPRÉM";"Balatonfüred";"5";"Bodroghalmi Gábor Alfréd";"CSP";"417";"0.8"
"VESZPRÉM";"Balatonfüred";"7";"Ságodi Zoltán";"LMP";"0";"0.0"
"VESZPRÉM";"Balatonfüred";"8";"Gulyás Lászlóné";"KÖSSZ";"94";"0.18"
"VESZPRÉM";"Balatonfüred";"9";"Csonnó Jenőné";"DEMOKRATA PÁRT";"112";"0.22"
"VESZPRÉM";"Balatonfüred";"13";"Kepli Lajos";"JOBBIK";"17735";"34.16"
"VESZPRÉM";"Balatonfüred";"14";"Kocsis Erika";"ÉBMP";"128";"0.25"
"VESZPRÉM";"Balatonfüred";"18";"Csopják Tamás";"ÉRTÜNK ÉRTETEK";"83";"0.16"
"VESZPRÉM";"Balatonfüred";"20";"Felczán Erzsébet";"ÖSSZEFOGÁS PÁRT";"79";"0.15"
"VESZPRÉM";"Balatonfüred";"21";"Szolga-László Szindi Márta";"NEMZET ÉS BÉKE";"23";"0.04"
"VESZPRÉM";"Balatonfüred";"22";"Deák Istvánné";"DK";"5473";"10.54"
"VESZPRÉM";"Balatonfüred";"23";"Kontrát Károly";"FIDESZ-KDNP";"26280";"50.63"
"VESZPRÉM";"Balatonfüred";"24";"Kiss László";"MOMENTUM";"1276";"2.46"
"VESZPRÉM";"Balatonfüred";"26";"Szirbek Lászlóné";"OP";"71";"0.14"
"VESZPRÉM";"Tapolca";"1";"Pavlovics Márk";"MKKP";"576";"1.18"
"VESZPRÉM";"Tapolca";"6";"Molnár Edina";"ÖSSZEFOGÁS PÁRT";"35";"0.07"
"VESZPRÉM";"Tapolca";"8";"Gyécsek Ildikó";"SZEM PÁRT";"52";"0.11"
"VESZPRÉM";"Tapolca";"12";"Horváth Magdolna";"MIÉP";"0";"0.0"
"VESZPRÉM";"Tapolca";"15";"Kárpáti Lajos";"MSZP-PÁRBESZÉD";"3992";"8.2"
"VESZPRÉM";"Tapolca";"16";"Hajós Erika Ibolya";"MUNKÁSPÁRT";"87";"0.18"
"VESZPRÉM";"Tapolca";"17";"Fenyvesi Zoltán";"FIDESZ-KDNP";"22838";"46.91"
"VESZPRÉM";"Tapolca";"20";"Winkelbauer Klára";"MEDETE PÁRT";"40";"0.08"
"VESZPRÉM";"Tapolca";"21";"Király Jonatán";"IMA";"10";"0.02"
"VESZPRÉM";"Tapolca";"24";"Bajcsy Bálint Endre";"CSP";"130";"0.27"
"VESZPRÉM";"Tapolca";"26";"Rig Lajos";"JOBBIK";"19748";"40.56"
"VESZPRÉM";"Tapolca";"28";"Csonka Gergő";"HAJRÁ MAGYARORSZÁG!";"70";"0.14"
"VESZPRÉM";"Tapolca";"29";"Takács Lajos";"LMP";"1107";"2.27"
"VESZPRÉM";"Pápa";"1";"Tomán Attila";"LMP";"1063";"2.17"
"VESZPRÉM";"Pápa";"2";"Sándor Endre Géza";"OP";"94";"0.19"
"VESZPRÉM";"Pápa";"4";"Dr. Kovács Zoltán";"FIDESZ-KDNP";"28557";"58.34"
"VESZPRÉM";"Pápa";"5";"Iker Áron";"MOMENTUM";"411";"0.84"
"VESZPRÉM";"Pápa";"6";"Kónya Krisztián Zsolt";"ÖSSZEFOGÁS PÁRT";"24";"0.05"
"VESZPRÉM";"Pápa";"7";"Gyécsek Dávid";"SZEM PÁRT";"63";"0.13"
"VESZPRÉM";"Pápa";"8";"Rákóczi Zoltán";"MAGYARORSZÁGÉRT DEMOKRATIKUS PÁRT";"35";"0.07"
"VESZPRÉM";"Pápa";"9";"Mészáros Róbert";"HAM";"0";"0.0"
"VESZPRÉM";"Pápa";"10";"Királyné Ferencz Ildikó";"IMA";"25";"0.05"
"VESZPRÉM";"Pápa";"11";"Orsós Zsolt";"IRÁNYTŰ";"41";"0.08"
"VESZPRÉM";"Pápa";"12";"Csomai Ildikó";"CSP";"150";"0.31"
"VESZPRÉM";"Pápa";"13";"Rákóczi Richárd";"JÓ ÚT MPP";"13";"0.03"
"VESZPRÉM";"Pápa";"14";"Töreki Milán";"JOBBIK";"11914";"24.34"
"VESZPRÉM";"Pápa";"15";"Kohn Péter";"SEM";"0";"0.0"
"VESZPRÉM";"Pápa";"16";"Markos Róbertné";"MCP";"39";"0.08"
"VESZPRÉM";"Pápa";"18";"Gőgös Zoltán";"MSZP-PÁRBESZÉD";"6519";"13.32"
"ZALA";"Zalaegerszeg";"4";"Hozbor Aliz";"SZEM PÁRT";"169";"0.29"
"ZALA";"Zalaegerszeg";"5";"Benke Richárd";"JOBBIK";"12616";"21.89"
"ZALA";"Zalaegerszeg";"6";"Góra Balázs";"MSZP-PÁRBESZÉD";"8895";"15.43"
"ZALA";"Zalaegerszeg";"7";"Dr. Paksy Zoltán";"LMP";"2918";"5.06"
"ZALA";"Zalaegerszeg";"8";"Eiles Éva";"ECDP";"22";"0.04"
"ZALA";"Zalaegerszeg";"10";"Fodor Zsolt";"MOMENTUM";"912";"1.58"
"ZALA";"Zalaegerszeg";"12";"Huszár Tamás Imre";"IRÁNYTŰ";"58";"0.1"
"ZALA";"Zalaegerszeg";"13";"Karádi Lajosné";"TAMP";"63";"0.11"
"ZALA";"Zalaegerszeg";"16";"Kiss Ferenc";"Független jelölt";"1490";"2.59"
"ZALA";"Zalaegerszeg";"18";"Forgács Adolfné";"MCP";"60";"0.1"
"ZALA";"Zalaegerszeg";"19";"Vigh László";"FIDESZ-KDNP";"30433";"52.8"
"ZALA";"Keszthely";"1";"Várnai Balázs";"FKGP";"242";"0.47"
"ZALA";"Keszthely";"2";"Temesváry Tibor";"LMP";"2115";"4.1"
"ZALA";"Keszthely";"3";"Csontos Gábor";"EGYÜTT";"351";"0.68"
"ZALA";"Keszthely";"4";"Dr. Weller-Jakus Tamás";"JOBBIK";"14595";"28.31"
"ZALA";"Keszthely";"6";"Kovács Viktória";"DK";"4245";"8.23"
"ZALA";"Keszthely";"7";"Bogdán László";"ECDP";"39";"0.08"
"ZALA";"Keszthely";"8";"Bogdán Sándor";"KÖSSZ";"38";"0.07"
"ZALA";"Keszthely";"12";"Kun Éva";"HAJRÁ MAGYARORSZÁG!";"78";"0.15"
"ZALA";"Keszthely";"14";"Elekes István";"MOMENTUM";"1095";"2.12"
"ZALA";"Keszthely";"17";"Manninger Jenő";"FIDESZ-KDNP";"28617";"55.51"
"ZALA";"Keszthely";"18";"Rába Gábor";"SZEM PÁRT";"140";"0.27"
"ZALA";"Nagykanizsa";"6";"Sütő Dávid";"EP";"96";"0.19"
"ZALA";"Nagykanizsa";"7";"Zakó László";"JOBBIK";"17840";"34.6"
"ZALA";"Nagykanizsa";"8";"Dr. Polónyi Tamás";"MOMENTUM";"751";"1.46"
"ZALA";"Nagykanizsa";"10";"Hollender-Lukács Anett";"CSP";"209";"0.41"
"ZALA";"Nagykanizsa";"11";"Szilveszter Nikolett";"ECDP";"22";"0.04"
"ZALA";"Nagykanizsa";"14";"Piskor Zoltán";"ÖSSZEFOGÁS PÁRT";"82";"0.16"
"ZALA";"Nagykanizsa";"16";"Horváth Jácint";"DK";"5136";"9.96"
"ZALA";"Nagykanizsa";"17";"Hozbor Ádám";"SZEM PÁRT";"56";"0.11"
"ZALA";"Nagykanizsa";"18";"Orsós László";"MCP";"50";"0.1"
"ZALA";"Nagykanizsa";"19";"Dolmányos Szilárd József";"KÖSSZ";"152";"0.29"
"ZALA";"Nagykanizsa";"20";"Gayer András";"NOP";"18";"0.03"
"ZALA";"Nagykanizsa";"21";"Bogdán Dániel";"EU.ROM";"50";"0.1"
"ZALA";"Nagykanizsa";"23";"Dr. Károlyi Attila József";"LMP";"1863";"3.61"
"ZALA";"Nagykanizsa";"24";"Cseresnyés Péter";"FIDESZ-KDNP";"25161";"48.79"
"ZALA";"Nagykanizsa";"27";"Hollender Szabolcs";"MEDETE PÁRT";"81";"0.16"
