"region";"subregion";"subid";"name";"party";"votes";"votes %"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"12";"Szoboszlay György Csaba";"SMS";"600";"1.23"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"13";"Teremi László Sándorné";"EGYÜTT 2014";"110";"0.23"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"15";"Chrabák Sándor";"A HAZA NEM ELADÓ";"397";"0.81"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"16";"Nagy Róbert István";"Független";"124";"0.25"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"18";"Balczó Zoltán György";"JOBBIK";"11138";"22.79"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"19";"Duka Dezső";"MCP";"198";"0.41"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"20";"Dr. Terebesiné Kovács Éva";"SZOCIÁLDEMOKRATÁK";"115";"0.24"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"21";"Farkas Roland Norbert";"NEMZETI ÉRDEKÉRT";"37";"0.08"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"22";"Petneházy Szabolcs Attila";"FIDESZ-KDNP";"17484";"35.78"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"24";"Fábián Csaba János";"EP";"36";"0.07"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"25";"Gulácsiné Dr. Dobos Emőke";"FKGP";"77";"0.16"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"26";"Szepessy Zsolt László";"ÖP";"225";"0.46"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"28";"Dakó Attila";"JESZ";"127";"0.26"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"1";"Nyíri Sándor";"JESZ";"145";"0.34"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"4";"Tolnai Tibor";"A HAZA NEM ELADÓ";"211";"0.5"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"5";"Nagy János Csaba";"Független";"79";"0.19"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"6";"Kovácsné Váradi Melinda";"EU. ROM";"50";"0.12"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"8";"Dr. Gyüre Csaba";"JOBBIK";"11755";"27.64"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"9";"Bagdi Sándor Gábor";"ÖP";"110";"0.26"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"10";"Koji Attiláné";"SZOCIÁLDEMOKRATÁK";"60";"0.14"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"12";"Sipos Éva Katalin";"ZÖLDEK";"178";"0.42"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"15";"Tóth Miklós";"LMP";"957";"2.25"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"16";"Lakatos Lászlóné";"KTI";"79";"0.19"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"17";"Nagy Tibor Barnabás";"KISGAZDAPÁRT-MIÉP";"558";"1.31"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"19";"Huczman Miklósné";"SMS";"239";"0.56"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"20";"Nagy Attila";"TBP";"24";"0.06"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"21";"Faragó László";"Független";"279";"0.66"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"23";"Juhász Ferenc";"MSZP-EGYÜTT-DK-PM-MLP";"9485";"22.3"
"SZABOLCS–SZATMÁR–BEREG";"Nyíregyháza";"25";"Dr. Vinnai Győző";"FIDESZ-KDNP";"18322";"43.08"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"1";"Dr. Seszták Miklós István";"FIDESZ-KDNP";"22257";"48.64"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"3";"Tóth Péter Pál";"MUNKÁSPÁRT";"324";"0.71"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"4";"Kiss László";"SZOCIÁLDEMOKRATÁK";"127";"0.28"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"5";"Kulcsár Mária";"KISGAZDAPÁRT-MIÉP";"113";"0.25"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"6";"Dr. Balogh Emese Ilona";"LMP";"785";"1.72"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"8";"Földi István";"JOBBIK";"12276";"26.83"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"11";"Varga István";"EU. ROM";"0";"0.0"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"12";"Varga Zoltán";"MCP";"262";"0.57"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"13";"Balogh István Csaba";"MACSEP";"0";"0.0"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"14";"Imre István";"SMS";"138";"0.3"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"15";"Farkas Bertalan";"ZÖLDEK";"287";"0.63"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"16";"Dr. Legény Zsolt";"MSZP-EGYÜTT-DK-PM-MLP";"8707";"19.03"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"17";"Gyüre Lajos";"JESZ";"179";"0.39"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"18";"Jarkas Richárd Mátyás";"SEM";"41";"0.09"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"19";"Fodor Dezső";"ÖP";"49";"0.11"
"SZABOLCS–SZATMÁR–BEREG";"Kisvárda";"20";"Szilcz Ildikó";"A HAZA NEM ELADÓ";"212";"0.46"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"2";"Dr. Tilki Attila";"FIDESZ-KDNP";"23113";"52.94"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"3";"Halász Csaba";"FKGP";"122";"0.28"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"4";"Varga Ferenc";"NEMZETI ÉRDEKÉRT";"24";"0.05"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"5";"Katona Gina";"KTI";"154";"0.35"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"6";"Adorján Béla";"JOBBIK";"11516";"26.38"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"8";"Nyerges József";"EP";"28";"0.06"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"9";"Kárpáti Zoltán";"JESZ";"123";"0.28"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"10";"Demeter István";"MCP";"167";"0.38"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"12";"Tóth Gábor";"ZÖLDEK";"101";"0.23"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"13";"Simó József";"EGYÜTT 2014";"67";"0.15"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"14";"Boros Attila";"A HAZA NEM ELADÓ";"105";"0.24"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"15";"Sipos László";"SZOCIÁLDEMOKRATÁK";"226";"0.52"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"16";"Jenei Ferenc";"KISGAZDAPÁRT-MIÉP";"39";"0.09"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"17";"Dr. Baka István";"MSZP-EGYÜTT-DK-PM-MLP";"6930";"15.87"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"18";"Kovács Krisztián";"ÖP";"35";"0.08"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"19";"Bartha Olivér";"LMP";"449";"1.03"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"20";"Gál Noémi";"SMS";"155";"0.35"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"21";"Lakatos Miklós";"Független";"45";"0.1"
"SZABOLCS–SZATMÁR–BEREG";"Vásárosnamény";"22";"Nagy István Béla";"MUNKÁSPÁRT";"263";"0.6"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"1";"Balogh István Zoltán";"MACSEP";"0";"0.0"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"3";"Gáldi Ádám György";"JESZ";"95";"0.22"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"4";"Szőcsi Richárd";"EU. ROM";"26";"0.06"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"5";"Halmi József";"MSZP-EGYÜTT-DK-PM-MLP";"7799";"18.22"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"6";"Gellért Sándor";"ÖP";"28";"0.07"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"7";"Pásku Károly";"MUNKÁSPÁRT";"194";"0.45"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"8";"Balogh Pál";"KISGAZDAPÁRT-MIÉP";"62";"0.14"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"9";"Kovács Sándor";"FIDESZ-KDNP";"21721";"50.75"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"10";"Tempfli József";"LMP";"494";"1.15"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"11";"Juhász Jácint Gyula";"MRPP";"20";"0.05"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"12";"Varga Gábor";"FKGP";"47";"0.11"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"13";"Tóthné Kun Andrea Éva";"SMS";"175";"0.41"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"15";"Kissné Kovács Zsuzsanna";"SEM";"40";"0.09"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"16";"Guthy Máté";"SZOCIÁLDEMOKRATÁK";"50";"0.12"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"18";"Sasvári Erzsébet";"ZÖLDEK";"65";"0.15"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"21";"Dr. Apáti István";"JOBBIK";"11632";"27.18"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"22";"Horváth Antal";"MCP";"231";"0.54"
"SZABOLCS–SZATMÁR–BEREG";"Mátészalka";"23";"Szász József";"A HAZA NEM ELADÓ";"118";"0.28"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"1";"Váradi Gábor";"Független";"227";"0.54"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"2";"Dr. Kiss Sándor";"JOBBIK";"11852";"28.16"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"3";"Nagy László Csaba";"ÖP";"58";"0.14"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"6";"Orgován Zoltán";"MCP";"266";"0.63"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"7";"Dani Zoltán";"SZMP";"11";"0.03"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"8";"Dr. Nagy Zsombor";"JESZ";"108";"0.26"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"9";"Fekete Edit Klára";"KISGAZDAPÁRT-MIÉP";"51";"0.12"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"10";"Kurucz Györgyné";"A HAZA NEM ELADÓ";"147";"0.35"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"11";"Tanács István";"SEM";"51";"0.12"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"12";"Varga Krisztián";"SZOCIÁLDEMOKRATÁK";"94";"0.22"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"14";"Dr. Simon Miklós";"FIDESZ-KDNP";"19768";"46.97"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"15";"Dr. Helmeczy László József";"MSZP-EGYÜTT-DK-PM-MLP";"8298";"19.72"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"16";"Tamás Sándor";"FKGP";"125";"0.3"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"17";"Horváth Jenőné";"MGP";"41";"0.1"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"18";"Balogh István";"MACSEP";"0";"0.0"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"19";"Máté György Ákos";"LMP";"587";"1.39"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"20";"Szécsi Miklós";"EU. ROM";"51";"0.12"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"21";"Bodó Istvánné";"ZÖLDEK";"85";"0.2"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"22";"Jakab József";"TBP";"51";"0.12"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"23";"Avakov Nyikolaj Viktorovics";"KTI";"19";"0.05"
"SZABOLCS–SZATMÁR–BEREG";"Nyírbátor";"25";"Harsányi Simon";"SMS";"195";"0.46"
"TOLNA";"Szekszárd";"1";"Both Norbert";"SEM";"209";"0.55"
"TOLNA";"Szekszárd";"2";"Reiter Antal Józsefné";"KTI";"112";"0.29"
"TOLNA";"Szekszárd";"3";"Dr. Hadházy Ákos Ányos";"LMP";"4182";"10.93"
"TOLNA";"Szekszárd";"4";"Horváth Krisztián";"SMS";"194";"0.51"
"TOLNA";"Szekszárd";"5";"Horváth István";"FIDESZ-KDNP";"15997";"41.8"
"TOLNA";"Szekszárd";"6";"Ürmös M. Attila";"JOBBIK";"7532";"19.68"
"TOLNA";"Szekszárd";"9";"Bátori Mihály Krisztián";"MCF";"17";"0.04"
"TOLNA";"Szekszárd";"10";"Sárközi Jánosné";"MCP";"115";"0.3"
"TOLNA";"Szekszárd";"11";"Vas Jácint";"ÚMP";"12";"0.03"
"TOLNA";"Szekszárd";"12";"Jurás Zsolt";"SZOCIÁLDEMOKRATÁK";"75";"0.2"
"TOLNA";"Szekszárd";"13";"Dr. Harangozó Tamás Attila";"MSZP-EGYÜTT-DK-PM-MLP";"9483";"24.78"
"TOLNA";"Szekszárd";"14";"Kovács Irma Tünde";"MACSEP";"18";"0.05"
"TOLNA";"Szekszárd";"15";"Molnár Attila";"ÚDP";"32";"0.08"
"TOLNA";"Szekszárd";"16";"Vass Szilvia";"A HAZA NEM ELADÓ";"289";"0.76"
"TOLNA";"Dombóvár";"1";"Monostori János";"JOBBIK";"8606";"23.34"
"TOLNA";"Dombóvár";"2";"Konyár Melinda";"MKSZU";"67";"0.18"
"TOLNA";"Dombóvár";"6";"Tigelmann Péter";"MSZP-EGYÜTT-DK-PM-MLP";"8816";"23.91"
"TOLNA";"Dombóvár";"9";"Orsós Istvánné";"MACSEP";"23";"0.06"
"TOLNA";"Dombóvár";"10";"Marton Janka";"AQP";"33";"0.09"
"TOLNA";"Dombóvár";"11";"Dömötörné Solymár Orsika";"LMP";"1105";"3.0"
"TOLNA";"Dombóvár";"12";"Lécz György";"FKGP";"128";"0.35"
"TOLNA";"Dombóvár";"13";"Potápi Árpád János";"FIDESZ-KDNP";"17547";"47.59"
"TOLNA";"Dombóvár";"15";"Banainé Kömüves Anita";"ZÖLDEK";"218";"0.59"
"TOLNA";"Dombóvár";"16";"Orsós István";"EGYÜTT 2014";"83";"0.23"
"TOLNA";"Dombóvár";"17";"Nyerges Attiláné";"A HAZA NEM ELADÓ";"242";"0.66"
"TOLNA";"Paks";"1";"Rafael Gyula";"MCP";"76";"0.21"
"TOLNA";"Paks";"2";"Heringes Anita";"MSZP-EGYÜTT-DK-PM-MLP";"7452";"20.34"
"TOLNA";"Paks";"3";"Kulcsár Virág Mónika";"MDU";"24";"0.07"
"TOLNA";"Paks";"4";"Váczi Ferenc";"A HAZA NEM ELADÓ";"231";"0.63"
"TOLNA";"Paks";"5";"Dávid István";"SZMP";"61";"0.17"
"TOLNA";"Paks";"8";"Harmat Gabriella";"LMP";"1284";"3.51"
"TOLNA";"Paks";"9";"Orbán Attila";"FKGP";"280";"0.76"
"TOLNA";"Paks";"10";"Gajnok Rómeó";"HATMAP";"9";"0.02"
"TOLNA";"Paks";"11";"Bencze János";"JOBBIK";"8288";"22.63"
"TOLNA";"Paks";"12";"Hirt Ferenc";"FIDESZ-KDNP";"18286";"49.92"
"TOLNA";"Paks";"13";"Sárköziné Rafai Nikoletta";"MACSEP";"23";"0.06"
"TOLNA";"Paks";"15";"Hingl János Zsolt";"SZOCIÁLDEMOKRATÁK";"135";"0.37"
"TOLNA";"Paks";"16";"Eszenyi Gábor";"KTI";"115";"0.31"
"TOLNA";"Paks";"17";"Köhler Nóra";"SEM";"219";"0.6"
"TOLNA";"Paks";"18";"Tamási Gabriella";"REND, SZABADSÁG";"31";"0.08"
"TOLNA";"Paks";"19";"Ferenci Richárd";"SMS";"115";"0.31"
"VAS";"Szombathely";"1";"Kupi Jánosné";"SMS";"279";"0.61"
"VAS";"Szombathely";"2";"Nagy András";"4K!";"204";"0.44"
"VAS";"Szombathely";"3";"Balassa Péter Sándor";"JOBBIK";"7034";"15.34"
"VAS";"Szombathely";"4";"Laki Gábor";"ÚMP";"61";"0.13"
"VAS";"Szombathely";"6";"Kőrössy Tamás György";"FKGP";"100";"0.22"
"VAS";"Szombathely";"8";"Dr. Hende Csaba Károly";"FIDESZ-KDNP";"20612";"44.95"
"VAS";"Szombathely";"9";"Horváth Zoltán";"LMP";"2841";"6.2"
"VAS";"Szombathely";"10";"Simon Zoltán Antal";"KTI";"262";"0.57"
"VAS";"Szombathely";"11";"Bősze Csaba Bálint";"JESZ";"100";"0.22"
"VAS";"Szombathely";"12";"Kovács Szabolcs";"ÚDP";"39";"0.09"
"VAS";"Szombathely";"15";"Dr. Nemény András";"MSZP-EGYÜTT-DK-PM-MLP";"14049";"30.64"
"VAS";"Szombathely";"17";"Tóthné Szakály Henrietta";"SEM";"271";"0.59"
"VAS";"Sárvár";"1";"Ágh Péter";"FIDESZ-KDNP";"22792";"52.01"
"VAS";"Sárvár";"2";"Orbán Gergő";"ÚDP";"126";"0.29"
"VAS";"Sárvár";"3";"Bakonyi László";"SZOCIÁLDEMOKRATÁK";"107";"0.24"
"VAS";"Sárvár";"6";"Rába László";"KTI";"295";"0.67"
"VAS";"Sárvár";"7";"Fehér László István";"MSZP-EGYÜTT-DK-PM-MLP";"10570";"24.12"
"VAS";"Sárvár";"9";"Kovács Attila";"MCP";"54";"0.12"
"VAS";"Sárvár";"12";"Bogáti András";"LMP";"1686";"3.85"
"VAS";"Sárvár";"14";"Táncsics Péter";"ÚMP";"317";"0.72"
"VAS";"Sárvár";"15";"Kőrös Ernő";"ÖP";"104";"0.24"
"VAS";"Sárvár";"16";"Sztojka István";"JESZ";"82";"0.19"
"VAS";"Sárvár";"17";"Rába Kálmán";"JOBBIK";"7447";"16.99"
"VAS";"Sárvár";"19";"Danka Lajos";"KISGAZDAPÁRT-MIÉP";"193";"0.44"
"VAS";"Sárvár";"20";"Radányi-Kovács Tamás";"Nemzeti Forr.Párt";"50";"0.11"
"VAS";"Körmend";"1";"Mester Dávid";"SEM";"173";"0.41"
"VAS";"Körmend";"3";"Bana Tibor";"JOBBIK";"9379";"22.02"
"VAS";"Körmend";"4";"Tóth Attila Géza";"A HAZA NEM ELADÓ";"279";"0.66"
"VAS";"Körmend";"5";"Baracska Péter Róbert";"LMP";"1358";"3.19"
"VAS";"Körmend";"7";"Takács Ádám";"ÚDP";"43";"0.1"
"VAS";"Körmend";"10";"Horváth István Mihály";"SMS";"312";"0.73"
"VAS";"Körmend";"11";"Pillei Róbert";"SZMP";"26";"0.06"
"VAS";"Körmend";"12";"Sallai Ivett";"FKGP";"98";"0.23"
"VAS";"Körmend";"13";"Nagy Gergő";"SZAVA";"25";"0.06"
"VAS";"Körmend";"14";"Horváth Csabáné";"MCP";"47";"0.11"
"VAS";"Körmend";"15";"Bognár Erik";"SZDP";"107";"0.25"
"VAS";"Körmend";"16";"Góman Károlyné";"KMSZ";"50";"0.12"
"VAS";"Körmend";"17";"Sütő János Zoltán";"JESZ";"75";"0.18"
"VAS";"Körmend";"19";"Wrzava Pál";"MSZP-EGYÜTT-DK-PM-MLP";"6318";"14.84"
"VAS";"Körmend";"20";"Racker Béla";"ÚMP";"25";"0.06"
"VAS";"Körmend";"21";"V.Németh Zsolt";"FIDESZ-KDNP";"24271";"56.99"
"VESZPRÉM";"Veszprém";"1";"Kozmor Imre Ferenc";"ÚMP";"25";"0.05"
"VESZPRÉM";"Veszprém";"2";"Pál Béla";"MSZP-EGYÜTT-DK-PM-MLP";"13009";"27.64"
"VESZPRÉM";"Veszprém";"6";"Kerpács István";"MCP";"51";"0.11"
"VESZPRÉM";"Veszprém";"7";"Vajda Krisztián";"ÚDP";"50";"0.11"
"VESZPRÉM";"Veszprém";"8";"Gerstmár Ferenc";"LMP";"2904";"6.17"
"VESZPRÉM";"Veszprém";"11";"Kovács Béla";"SEM";"304";"0.65"
"VESZPRÉM";"Veszprém";"13";"Horváth Márton Imre";"JESZ";"332";"0.71"
"VESZPRÉM";"Veszprém";"14";"Forgóné Kelemen Judit Andrea";"JOBBIK";"7759";"16.48"
"VESZPRÉM";"Veszprém";"16";"Dr. Navracsics Tibor";"FIDESZ-KDNP";"22194";"47.15"
"VESZPRÉM";"Veszprém";"18";"Piróth István";"A HAZA NEM ELADÓ";"262";"0.56"
"VESZPRÉM";"Veszprém";"20";"Sinka Vivien Karolin";"ÖP";"178";"0.38"
"VESZPRÉM";"Balatonfüred";"1";"Báthori István";"SEM";"383";"0.84"
"VESZPRÉM";"Balatonfüred";"2";"Scheiring Gábor";"MSZP-EGYÜTT-DK-PM-MLP";"12428";"27.19"
"VESZPRÉM";"Balatonfüred";"4";"Fülöp Richárd";"JESZ";"196";"0.43"
"VESZPRÉM";"Balatonfüred";"5";"Varga Péter Roland";"ÚMP";"50";"0.11"
"VESZPRÉM";"Balatonfüred";"6";"Puli Diána Klaudia";"A HAZA NEM ELADÓ";"300";"0.66"
"VESZPRÉM";"Balatonfüred";"7";"Kincses Mária Rózsa";"MDU";"46";"0.1"
"VESZPRÉM";"Balatonfüred";"8";"Tar Krisztián";"ÚDP";"35";"0.08"
"VESZPRÉM";"Balatonfüred";"10";"Dr. Sinkáné Vati Júlia";"ÖP";"148";"0.32"
"VESZPRÉM";"Balatonfüred";"11";"Török Mónika";"SZOCIÁLDEMOKRATÁK";"154";"0.34"
"VESZPRÉM";"Balatonfüred";"13";"Strasszer Ferencné";"REND, SZABADSÁG";"12";"0.03"
"VESZPRÉM";"Balatonfüred";"15";"Orsós László Vendel";"MCP";"50";"0.11"
"VESZPRÉM";"Balatonfüred";"17";"Turcsán József";"MKSZU";"73";"0.16"
"VESZPRÉM";"Balatonfüred";"19";"Csonnó György Ferenc";"EU. ROM";"20";"0.04"
"VESZPRÉM";"Balatonfüred";"20";"Cséby Géza Attila";"LMP";"2246";"4.91"
"VESZPRÉM";"Balatonfüred";"21";"Kepli Lajos";"JOBBIK";"8716";"19.07"
"VESZPRÉM";"Balatonfüred";"22";"Dr. Kontrát Károly";"FIDESZ-KDNP";"20854";"45.62"
"VESZPRÉM";"Tapolca";"1";"Dr. Horváth József";"MSZP-EGYÜTT-DK-PM-MLP";"11769";"27.34"
"VESZPRÉM";"Tapolca";"2";"Stumpf Mariann";"SEM";"181";"0.42"
"VESZPRÉM";"Tapolca";"3";"Szabó Ferenc";"A HAZA NEM ELADÓ";"234";"0.54"
"VESZPRÉM";"Tapolca";"5";"Bogdán Levente";"MCP";"44";"0.1"
"VESZPRÉM";"Tapolca";"6";"Kottán Georgina";"ÚMP";"38";"0.09"
"VESZPRÉM";"Tapolca";"7";"Barbalics Antal";"KTI";"232";"0.54"
"VESZPRÉM";"Tapolca";"11";"Tóth Tibor";"SZOCIÁLDEMOKRATÁK";"147";"0.34"
"VESZPRÉM";"Tapolca";"12";"Lázár Péter László";"ÉLŐLÁNC";"80";"0.19"
"VESZPRÉM";"Tapolca";"14";"Kónya Krisztián Zsolt";"JESZ";"96";"0.22"
"VESZPRÉM";"Tapolca";"15";"Dobó Zoltán";"JOBBIK";"10110";"23.49"
"VESZPRÉM";"Tapolca";"16";"Kócs Felicián Gábor";"ÚDP";"34";"0.08"
"VESZPRÉM";"Tapolca";"17";"Lasztovicza Jenő";"FIDESZ-KDNP";"18570";"43.14"
"VESZPRÉM";"Tapolca";"18";"Németh Ferenc";"MGP";"47";"0.11"
"VESZPRÉM";"Tapolca";"19";"Bándliné Keserü Judit";"ÖP";"65";"0.15"
"VESZPRÉM";"Tapolca";"20";"Guzslován Gábor";"LMP";"1276";"2.96"
"VESZPRÉM";"Tapolca";"21";"Horváth Ferenc";"EU. ROM";"32";"0.07"
"VESZPRÉM";"Tapolca";"22";"Széll Tamás";"ÚGP";"87";"0.2"
"VESZPRÉM";"Pápa";"1";"Ferenczi Gábor";"JOBBIK";"10030";"22.98"
"VESZPRÉM";"Pápa";"2";"Király Jenny";"ÚDP";"28";"0.06"
"VESZPRÉM";"Pápa";"3";"Hernádi Tamás";"JESZ";"164";"0.38"
"VESZPRÉM";"Pápa";"4";"Királyné Ferencz Ildikó";"ÚMP";"53";"0.12"
"VESZPRÉM";"Pápa";"5";"Horváth Sándor";"MCP";"62";"0.14"
"VESZPRÉM";"Pápa";"6";"Pászli Ferenc";"ZÖLDEK";"176";"0.4"
"VESZPRÉM";"Pápa";"10";"Nyőgér István";"LMP";"1274";"2.92"
"VESZPRÉM";"Pápa";"12";"Gőgös Zoltán";"MSZP-EGYÜTT-DK-PM-MLP";"9485";"21.73"
"VESZPRÉM";"Pápa";"13";"Dr. Kovács Zoltán";"FIDESZ-KDNP";"22246";"50.98"
"VESZPRÉM";"Pápa";"15";"Mészáros Szabolcs";"EP";"123";"0.28"
"ZALA";"Zalaegerszeg";"1";"Zsömlye György";"MGP";"59";"0.11"
"ZALA";"Zalaegerszeg";"2";"Major Gábor";"MSZP-EGYÜTT-DK-PM-MLP";"12381";"24.08"
"ZALA";"Zalaegerszeg";"3";"Salamon László";"ÚDP";"42";"0.08"
"ZALA";"Zalaegerszeg";"4";"Domokos Ádám";"ÚMP";"46";"0.09"
"ZALA";"Zalaegerszeg";"5";"Jambrik Gézáné";"MDU";"31";"0.06"
"ZALA";"Zalaegerszeg";"7";"Pete Róbert";"JOBBIK";"10957";"21.31"
"ZALA";"Zalaegerszeg";"8";"Király Ildikó";"HATMAP";"35";"0.07"
"ZALA";"Zalaegerszeg";"9";"Jambrik Márton";"REND, SZABADSÁG";"29";"0.06"
"ZALA";"Zalaegerszeg";"13";"Kiss Ferenc";"Független";"1382";"2.69"
"ZALA";"Zalaegerszeg";"14";"Németh Brendon Zsolt";"MCP";"79";"0.15"
"ZALA";"Zalaegerszeg";"15";"Hegedüs Erzsébet";"SZOCIÁLDEMOKRATÁK";"133";"0.26"
"ZALA";"Zalaegerszeg";"16";"Tibolya Krisztina";"MSZDP";"54";"0.11"
"ZALA";"Zalaegerszeg";"17";"Dr. Paksy Zoltán";"LMP";"2196";"4.27"
"ZALA";"Zalaegerszeg";"19";"Kulcsárné Kozma Erzsébet";"SZAVA";"25";"0.05"
"ZALA";"Zalaegerszeg";"21";"Tóth István Jánosné";"SMS";"636";"1.24"
"ZALA";"Zalaegerszeg";"22";"Dr. Bor Tibor";"FKGP";"235";"0.46"
"ZALA";"Zalaegerszeg";"23";"Cseke József";"SZMP";"117";"0.23"
"ZALA";"Zalaegerszeg";"25";"Vigh László";"FIDESZ-KDNP";"22816";"44.38"
