"region";"subregion";"subid";"name";"party";"votes";"votes %"
"GYŐR–MOSON–SOPRON";"Mosonmagyaróvár";"14";"Mácsik János";"SZOCIÁLDEMOKRATÁK";"158";"0.35"
"GYŐR–MOSON–SOPRON";"Mosonmagyaróvár";"17";"Földvárszki István";"ÚMP";"19";"0.04"
"HAJDÚ–BIHAR";"Debrecen";"1";"Horváth András";"LMP";"2418";"5.41"
"HAJDÚ–BIHAR";"Debrecen";"2";"Szendrei Attila";"A HAZA NEM ELADÓ";"407";"0.91"
"HAJDÚ–BIHAR";"Debrecen";"3";"Kósa Lajos";"FIDESZ-KDNP";"21013";"47.06"
"HAJDÚ–BIHAR";"Debrecen";"4";"Herpergel Róbert";"JOBBIK";"7805";"17.48"
"HAJDÚ–BIHAR";"Debrecen";"5";"Tankovszki András";"JESZ";"133";"0.3"
"HAJDÚ–BIHAR";"Debrecen";"6";"Kovács István József";"MGP";"63";"0.14"
"HAJDÚ–BIHAR";"Debrecen";"7";"Dr. Szegedi István";"MSZP-EGYÜTT-DK-PM-MLP";"12012";"26.9"
"HAJDÚ–BIHAR";"Debrecen";"9";"Endrész Boldizsár";"SZDP";"90";"0.2"
"HAJDÚ–BIHAR";"Debrecen";"10";"Bakk István";"SZOCIÁLDEMOKRATÁK";"68";"0.15"
"HAJDÚ–BIHAR";"Debrecen";"12";"Domboróczki Rita";"ZÖLDEK";"496";"1.11"
"HAJDÚ–BIHAR";"Debrecen";"13";"Szabó Sándor";"ÖP";"150";"0.34"
"HAJDÚ–BIHAR";"Debrecen";"3";"Kőszeghy Csanád Ábel";"JOBBIK";"9651";"22.09"
"HAJDÚ–BIHAR";"Debrecen";"4";"Szűcs István";"SMS";"374";"0.86"
"HAJDÚ–BIHAR";"Debrecen";"8";"Görög Jenő";"LMP";"2363";"5.41"
"HAJDÚ–BIHAR";"Debrecen";"11";"Dr. Nagy Attila";"KISGAZDAPÁRT-MIÉP";"236";"0.54"
"HAJDÚ–BIHAR";"Debrecen";"12";"Dr. Rónai György";"MSZP-EGYÜTT-DK-PM-MLP";"10501";"24.03"
"HAJDÚ–BIHAR";"Debrecen";"14";"Lakatosné Marinka Andrea";"JESZ";"165";"0.38"
"HAJDÚ–BIHAR";"Debrecen";"16";"Tóth Sebestyén";"SEM";"377";"0.86"
"HAJDÚ–BIHAR";"Debrecen";"17";"Dávidné Németi Imola Erika";"SZOCIÁLDEMOKRATÁK";"178";"0.41"
"HAJDÚ–BIHAR";"Debrecen";"18";"Dr. Pósán László";"FIDESZ-KDNP";"19847";"45.42"
"HAJDÚ–BIHAR";"Debrecen";"2";"Székely János";"A HAZA NEM ELADÓ";"343";"0.82"
"HAJDÚ–BIHAR";"Debrecen";"3";"Pallás György";"MSZP-EGYÜTT-DK-PM-MLP";"7288";"17.41"
"HAJDÚ–BIHAR";"Debrecen";"7";"Kádi István Lajos";"LMP";"1300";"3.11"
"HAJDÚ–BIHAR";"Debrecen";"9";"Alföldi-Lakatos Gábor";"MCP";"256";"0.61"
"HAJDÚ–BIHAR";"Debrecen";"12";"Kajdiné Virág Katalin";"SMS";"210";"0.5"
"HAJDÚ–BIHAR";"Debrecen";"13";"Ágoston Tibor";"JOBBIK";"10441";"24.94"
"HAJDÚ–BIHAR";"Debrecen";"14";"Tóth Csaba István";"MACSEP";"65";"0.16"
"HAJDÚ–BIHAR";"Debrecen";"15";"Tasó László";"FIDESZ-KDNP";"21619";"51.64"
"HAJDÚ–BIHAR";"Debrecen";"16";"Géhl Attila";"MKSZU";"50";"0.12"
"HAJDÚ–BIHAR";"Debrecen";"17";"Leiterné Pálfalvi Petra";"SZOCIÁLDEMOKRATÁK";"88";"0.21"
"HAJDÚ–BIHAR";"Debrecen";"18";"Juhászné Drabik Erzsébet";"MRPP";"19";"0.05"
"HAJDÚ–BIHAR";"Debrecen";"20";"Nagy Judit Erzsébet";"ÖP";"112";"0.27"
"HAJDÚ–BIHAR";"Debrecen";"22";"Czeglédi Norbert Tamás";"JESZ";"71";"0.17"
"HAJDÚ–BIHAR";"Berettyóújfalu";"4";"Dr. Majoros Imre";"LMP";"1028";"2.72"
"HAJDÚ–BIHAR";"Berettyóújfalu";"6";"Kovács Réka Zsuzsanna";"SMS";"228";"0.6"
"HAJDÚ–BIHAR";"Berettyóújfalu";"8";"Németi Attila Sándor";"JESZ";"108";"0.29"
"HAJDÚ–BIHAR";"Berettyóújfalu";"9";"Varju László";"MSZP-EGYÜTT-DK-PM-MLP";"6985";"18.51"
"HAJDÚ–BIHAR";"Berettyóújfalu";"12";"Dr. Vitányi István József";"FIDESZ-KDNP";"17799";"47.18"
"HAJDÚ–BIHAR";"Berettyóújfalu";"13";"Dr. Ulics Erika";"JOBBIK";"10873";"28.82"
"HAJDÚ–BIHAR";"Berettyóújfalu";"15";"Szilágyi Károly";"MCP";"81";"0.21"
"HAJDÚ–BIHAR";"Berettyóújfalu";"16";"Dr. Riczkó István";"Független";"453";"1.2"
"HAJDÚ–BIHAR";"Berettyóújfalu";"18";"Nagy Sándor";"SZOCIÁLDEMOKRATÁK";"145";"0.38"
"HAJDÚ–BIHAR";"Berettyóújfalu";"19";"Horváth Gyula";"EU. ROM";"27";"0.07"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"1";"Makula Krisztián";"Független";"44";"0.11"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"2";"Nagy Ildikó";"ÚDP";"20";"0.05"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"3";"Máté Lajos";"JESZ";"749";"1.89"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"4";"Bodó Sándor";"FIDESZ-KDNP";"17657";"44.46"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"5";"Rigán István";"JOBBIK";"11070";"27.88"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"6";"Szepesi Gábor Attila";"ÖP";"44";"0.11"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"7";"Balogh Kálmán";"MACSEP";"9";"0.02"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"9";"Kreith Anita Márta";"LMP";"1126";"2.84"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"10";"Kapornaki Szilveszter Márió";"KTI";"84";"0.21"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"11";"Horváth Csaba";"Független";"64";"0.16"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"13";"Magyarné Marincsák Ibolya";"Független";"80";"0.2"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"17";"Kiss Klára";"SMS";"381";"0.96"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"18";"Horváth Lajosné";"MRPP";"5";"0.01"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"22";"Kolompár Ferenc";"MCP";"79";"0.2"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"23";"Bangóné Borbély Ildikó";"MSZP-EGYÜTT-DK-PM-MLP";"7317";"18.42"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"24";"Kovács Imre";"Független";"122";"0.31"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"28";"Vigh Albert";"NEMZETI ÉRDEKÉRT";"37";"0.09"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"29";"Kovácsné Csatári Éva";"EU. ROM";"22";"0.06"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"31";"Szincsák Sándor";"TEMPO";"149";"0.38"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"36";"Dr. Kerekes László";"SZOCIÁLDEMOKRATÁK";"235";"0.59"
"HAJDÚ–BIHAR";"Hajdúszoboszló";"37";"Papp Lajos";"A HAZA NEM ELADÓ";"419";"1.06"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"1";"Weiser Írisz Vica";"LMP";"1136";"2.85"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"2";"Széles Elek";"SZDP";"67";"0.17"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"3";"Zsatku Zita";"MRPP";"6";"0.02"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"4";"Oroszi Istvánné";"ZÖLDEK";"143";"0.36"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"5";"Töviskesné Dsupin Judit Ibolya";"A HAZA NEM ELADÓ";"353";"0.89"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"6";"Komoróczy Tibor Attila";"FKGP";"125";"0.31"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"7";"Kathiné Juhász Ildikó";"MSZP-EGYÜTT-DK-PM-MLP";"7174";"18.01"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"8";"Kállai István Elek";"JESZ";"102";"0.26"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"9";"Fábián Kornél";"ÚDP";"18";"0.05"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"10";"Tóth Miklósné";"TEMPO";"22";"0.06"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"11";"Kulcsár Gergely";"JOBBIK";"10828";"27.18"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"13";"Dr. Tiba István Csaba";"FIDESZ-KDNP";"18982";"47.65"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"14";"Papp István";"EGYÜTT 2014";"76";"0.19"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"15";"Kovács Máté";"ÖP";"127";"0.32"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"16";"Nagy Károly Tiborné";"SZOCIÁLDEMOKRATÁK";"88";"0.22"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"17";"Andorkó László";"ÚMP";"35";"0.09"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"18";"Papp Csilla";"MACSEP";"51";"0.13"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"19";"Balogh Gusztáv";"MCP";"254";"0.64"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"20";"Homolya Emese Krisztina";"SEM";"80";"0.2"
"HAJDÚ–BIHAR";"Hajdúböszörmény";"21";"Varga Mariann";"SMS";"169";"0.42"
"HEVES";"Eger";"1";"Dr. Szalóczi Géza György";"MSZP-EGYÜTT-DK-PM-MLP";"13781";"25.37"
"HEVES";"Eger";"4";"Mirkóczki Ádám";"JOBBIK";"15410";"28.37"
"HEVES";"Eger";"5";"Balog István";"ÖP";"121";"0.22"
"HEVES";"Eger";"7";"Szamkó Rozália";"EU. ROM";"19";"0.03"
"HEVES";"Eger";"13";"Dr. Nyitrai Zsolt Péter";"FIDESZ-KDNP";"21151";"38.94"
"HEVES";"Eger";"15";"Dr. Csarnó Ákos";"LMP";"2528";"4.65"
"HEVES";"Eger";"19";"Faludi Sándor Gábor";"A HAZA NEM ELADÓ";"269";"0.5"
"HEVES";"Eger";"20";"Kecskés Gábor";"ZÖLDEK";"276";"0.51"
"HEVES";"Eger";"23";"Bodnár Pál";"SZOCIÁLDEMOKRATÁK";"228";"0.42"
"HEVES";"Eger";"25";"Juhász Szabolcs";"Független";"279";"0.51"
"HEVES";"Eger";"26";"Barkóczi Géza";"MCP";"249";"0.46"
"HEVES";"Gyöngyös";"1";"György Roland";"FKGP";"92";"0.17"
"HEVES";"Gyöngyös";"6";"Vona Gábor";"JOBBIK";"19159";"35.78"
"HEVES";"Gyöngyös";"10";"Rozinka Gyöngyi";"HATMAP";"27";"0.05"
"HEVES";"Gyöngyös";"12";"Schopf Rita";"MSZDP";"30";"0.06"
"HEVES";"Gyöngyös";"14";"Dr. Lukács Zoltán";"LMP";"1360";"2.54"
"HEVES";"Gyöngyös";"15";"Szegváry Krisztián";"SEM";"91";"0.17"
"HEVES";"Gyöngyös";"23";"Snep Andrea";"REND, SZABADSÁG";"15";"0.03"
"HEVES";"Gyöngyös";"24";"Suha Jenő";"EU. ROM";"75";"0.14"
"HEVES";"Gyöngyös";"25";"Huszárné Luda Ágnes";"MDU";"22";"0.04"
"HEVES";"Gyöngyös";"27";"Tenke János";"A HAZA NEM ELADÓ";"193";"0.36"
"HEVES";"Gyöngyös";"28";"Dr. Sós Tamás";"MSZP-EGYÜTT-DK-PM-MLP";"11874";"22.17"
"HEVES";"Gyöngyös";"30";"Ivády Gábor";"KTI";"283";"0.53"
"HEVES";"Gyöngyös";"31";"Rézműves Róbert";"MCP";"90";"0.17"
"HEVES";"Gyöngyös";"34";"Szabó Sándor Miklós";"SZOCIÁLDEMOKRATÁK";"80";"0.15"
"HEVES";"Gyöngyös";"37";"Egyed Mónika";"ÖP";"57";"0.11"
"HEVES";"Gyöngyös";"38";"Horváth László Dezső";"FIDESZ-KDNP";"19798";"36.97"
"HEVES";"Gyöngyös";"39";"Horváth Mihály";"ZÖLDEK";"192";"0.36"
"HEVES";"Gyöngyös";"40";"Subicz István";"SMS";"115";"0.21"
"HEVES";"Hatvan";"1";"Molnár János";"SZOCIÁLDEMOKRATÁK";"110";"0.22"
"HEVES";"Hatvan";"2";"Ács Péter";"MDU";"15";"0.03"
"HEVES";"Hatvan";"4";"Tóth Norbert";"LMP";"1114";"2.26"
"HEVES";"Hatvan";"5";"Dr. Kapolyi László";"MSZDP";"55";"0.11"
"HEVES";"Hatvan";"6";"Szőcs István";"KMSZ";"54";"0.11"
"HEVES";"Hatvan";"7";"Szabó Zsolt";"FIDESZ-KDNP";"20304";"41.18"
"HEVES";"Hatvan";"9";"Ivanics Róbert";"Független";"622";"1.26"
"HEVES";"Hatvan";"11";"Tóth-Kern Enikő";"REND, SZABADSÁG";"31";"0.06"
"HEVES";"Hatvan";"12";"Sneider Tamás";"JOBBIK";"15268";"30.97"
"HEVES";"Hatvan";"13";"Kiss Gábor";"ÖP";"94";"0.19"
"HEVES";"Hatvan";"15";"Oláh Károly";"FKGP";"67";"0.14"
"HEVES";"Hatvan";"16";"Fehér Andrea";"SEM";"166";"0.34"
"HEVES";"Hatvan";"17";"László Zsolt";"HATMAP";"13";"0.03"
"HEVES";"Hatvan";"20";"Mikó János";"NÉP";"21";"0.04"
"HEVES";"Hatvan";"24";"Burai Ferenc";"MCP";"160";"0.32"
"HEVES";"Hatvan";"25";"Korózs Lajos";"MSZP-EGYÜTT-DK-PM-MLP";"10797";"21.9"
"HEVES";"Hatvan";"27";"Ránics Erika";"SMS";"163";"0.33"
"HEVES";"Hatvan";"28";"Botos Ferenc";"KTI";"251";"0.51"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"2";"Baráth Zsolt György";"JOBBIK";"13157";"25.63"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"7";"Kézér Tamás";"FKGP";"212";"0.41"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"8";"Iváncsik Imre";"MSZP-EGYÜTT-DK-PM-MLP";"14574";"28.39"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"9";"Nagy József";"AQP";"51";"0.1"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"10";"Jakab János";"MCP";"126";"0.25"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"12";"Bencsik Mihály";"MUNKÁSPÁRT";"604";"1.18"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"14";"Hadvina Zsolt József";"MGP";"112";"0.22"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"15";"Dr. Pálfi Miklós";"SZOCIÁLDEMOKRATÁK";"176";"0.34"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"16";"Dr. Kenyeresné Kosik Ilona";"JESZ";"148";"0.29"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"17";"Dr. Bene Ildikó";"FIDESZ-KDNP";"19146";"37.3"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"20";"Dr. Pető Ernő Zoltán";"LMP";"2303";"4.49"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"21";"Horváth Zoltán";"SMS";"393";"0.77"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"22";"Hári Antal Dezső";"A HAZA NEM ELADÓ";"296";"0.58"
"JÁSZ–NAGYKUN–SZOLNOK";"Szolnok";"24";"Reiner Tibor";"NEMZETI ÉRDEKÉRT";"37";"0.07"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"1";"Dr. Liszák János";"KTI";"134";"0.32"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"3";"Nagy János";"Független";"344";"0.81"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"4";"Budai Lóránt";"JOBBIK";"12783";"30.06"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"5";"Turi Kristóf Tamás";"MUNKÁSPÁRT";"269";"0.63"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"6";"Ménkű Ottó";"LMP";"1027";"2.42"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"7";"Szűcs Károly";"NEMZETI ÉRDEKÉRT";"25";"0.06"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"8";"Korsós András";"MGP";"24";"0.06"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"9";"Kökény Kálmán";"SZOCIÁLDEMOKRATÁK";"131";"0.31"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"10";"Jámbor László";"A HAZA NEM ELADÓ";"172";"0.4"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"11";"Dankó István";"JESZ";"210";"0.49"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"12";"Dr. Szekeres Imre Jenő";"MSZP-EGYÜTT-DK-PM-MLP";"8594";"20.21"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"14";"Kövendi Erzsébet";"SMS";"183";"0.43"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"15";"Pócs János";"FIDESZ-KDNP";"18200";"42.8"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"16";"Pásztor László";"ÖP";"56";"0.13"
"JÁSZ–NAGYKUN–SZOLNOK";"Jászberény";"17";"Járvás István";"FKGP";"367";"0.86"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"4";"Kapás József";"SMS";"226";"0.5"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"5";"Tóthné Ábrahám Edit";"A HAZA NEM ELADÓ";"263";"0.59"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"6";"Péntek Ildikó";"LMP";"948";"2.12"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"7";"Málovits Martin Dániel";"ÚMP";"12";"0.03"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"8";"Kalló Levente";"MCP";"85";"0.19"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"9";"Dr. Lukács László György";"JOBBIK";"11511";"25.69"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"10";"Pásztorné Kovács Krisztina";"ÖP";"72";"0.16"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"11";"Ozsváth László";"MSZP-EGYÜTT-DK-PM-MLP";"7719";"17.22"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"12";"Dr. Fazekas Sándor";"FIDESZ-KDNP";"23201";"51.77"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"13";"Dull Krisztián Norbert";"MUNKÁSPÁRT";"434";"0.97"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"14";"Engler Ildikó";"NEMZETI ÉRDEKÉRT";"20";"0.04"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"15";"Földesné Keresztes Mariann Szilvia";"JESZ";"83";"0.19"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"16";"Farkas László";"SZOCIÁLDEMOKRATÁK";"161";"0.36"
"JÁSZ–NAGYKUN–SZOLNOK";"Karcag";"17";"Nagy Gyula";"FKGP";"80";"0.18"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"1";"Szabó Hajnalka";"MDU";"56";"0.13"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"2";"Lakatos Gusztáv";"MCP";"83";"0.19"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"3";"Váradi László";"SZOCIÁLDEMOKRATÁK";"74";"0.17"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"4";"Török Ferenc";"FKGP";"117";"0.27"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"8";"Csányi Tamás";"JOBBIK";"13436";"30.62"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"9";"Boldog István";"FIDESZ-KDNP";"18524";"42.21"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"11";"Nagy Andrásné";"JESZ";"94";"0.21"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"15";"Pozsonyi Péter";"MUNKÁSPÁRT";"490";"1.12"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"16";"Sándor Gáborné";"A HAZA NEM ELADÓ";"294";"0.67"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"19";"Sallai Róbert Benedek";"LMP";"1128";"2.57"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"20";"Rózsa Endre";"MSZP-EGYÜTT-DK-PM-MLP";"9386";"21.39"
"JÁSZ–NAGYKUN–SZOLNOK";"Törökszentmiklós";"21";"Juhász Ferenc";"SMS";"202";"0.46"
"KOMÁROM–ESZTERGOM";"Tatabánya";"1";"Tokaji Attila";"JESZ";"200";"0.4"
"KOMÁROM–ESZTERGOM";"Tatabánya";"2";"Bihari Ervin";"MCF";"22";"0.04"
"KOMÁROM–ESZTERGOM";"Tatabánya";"3";"Tóth-Fekete Tamás Károly";"SZDP";"123";"0.25"
"KOMÁROM–ESZTERGOM";"Tatabánya";"4";"Barczi Zsófia";"MSZDP";"59";"0.12"
"KOMÁROM–ESZTERGOM";"Tatabánya";"5";"Gutai Zsolt";"LMP";"2473";"4.95"
"KOMÁROM–ESZTERGOM";"Tatabánya";"7";"Pintér Réka";"SEM";"204";"0.41"
"KOMÁROM–ESZTERGOM";"Tatabánya";"8";"Lévai István";"MCP";"21";"0.04"
"KOMÁROM–ESZTERGOM";"Tatabánya";"10";"Majer Zsuzsanna Éva";"4K!";"155";"0.31"
"KOMÁROM–ESZTERGOM";"Tatabánya";"14";"Bencsik János";"FIDESZ-KDNP";"21434";"42.89"
"KOMÁROM–ESZTERGOM";"Tatabánya";"15";"Juhász Zoltán Ákos";"KTI";"141";"0.28"
"KOMÁROM–ESZTERGOM";"Tatabánya";"16";"Mayer Péter";"ZÖLDEK";"252";"0.5"
"KOMÁROM–ESZTERGOM";"Tatabánya";"17";"Pachl Tamás";"A HAZA NEM ELADÓ";"563";"1.13"
"KOMÁROM–ESZTERGOM";"Tatabánya";"18";"Petrik Tímea";"MUNKÁSPÁRT";"362";"0.72"
"KOMÁROM–ESZTERGOM";"Tatabánya";"20";"Vágó Sebestyén";"JOBBIK";"7868";"15.74"
"KOMÁROM–ESZTERGOM";"Tatabánya";"23";"Béres István";"ÖP";"102";"0.2"
"KOMÁROM–ESZTERGOM";"Tatabánya";"24";"Farkas Andrea";"KMSZ";"43";"0.09"
"KOMÁROM–ESZTERGOM";"Tatabánya";"28";"Lukács Zoltán Géza";"MSZP-EGYÜTT-DK-PM-MLP";"15954";"31.92"
"KOMÁROM–ESZTERGOM";"Esztergom";"3";"Dr. Völner Pál";"FIDESZ-KDNP";"23475";"45.92"
"KOMÁROM–ESZTERGOM";"Esztergom";"4";"Pogány István";"ÖP";"229";"0.45"
"KOMÁROM–ESZTERGOM";"Esztergom";"5";"Dr. Nyirán Gergely";"Független";"639";"1.25"
"KOMÁROM–ESZTERGOM";"Esztergom";"6";"Nunkovics Tibor";"JOBBIK";"10141";"19.84"
"KOMÁROM–ESZTERGOM";"Esztergom";"7";"Makai Balázs István";"KTI";"127";"0.25"
"KOMÁROM–ESZTERGOM";"Esztergom";"8";"Rajczy Péter Tamás";"JESZ";"224";"0.44"
"KOMÁROM–ESZTERGOM";"Esztergom";"13";"Prommer Mátyás Jenő";"LMP";"2213";"4.33"
"KOMÁROM–ESZTERGOM";"Esztergom";"15";"Bartha Mihály Józsefné";"MSZDP";"92";"0.18"
"KOMÁROM–ESZTERGOM";"Esztergom";"16";"Balázs Mária Borbála";"MCP";"85";"0.17"
"KOMÁROM–ESZTERGOM";"Esztergom";"18";"Dr. Vadai Ágnes";"MSZP-EGYÜTT-DK-PM-MLP";"13896";"27.18"
"KOMÁROM–ESZTERGOM";"Komárom";"3";"Béres Bence";"ÖP";"186";"0.37"
"KOMÁROM–ESZTERGOM";"Komárom";"4";"Gasparovicsné Oláh Manuéla";"MCP";"52";"0.1"
"KOMÁROM–ESZTERGOM";"Komárom";"5";"Tenki Melinda";"FKGP";"203";"0.41"
"KOMÁROM–ESZTERGOM";"Komárom";"6";"Szabados Sándor";"LMP";"2231";"4.48"
"KOMÁROM–ESZTERGOM";"Komárom";"7";"Szabó Mihály";"JOBBIK";"9909";"19.91"
"KOMÁROM–ESZTERGOM";"Komárom";"8";"Dr. Topálné Dr. Zsilka Ilona";"SZEM-NŐPÁRT";"465";"0.93"
"KOMÁROM–ESZTERGOM";"Komárom";"9";"Czunyiné Dr. Bertalan Judit";"FIDESZ-KDNP";"23391";"47.01"
"KOMÁROM–ESZTERGOM";"Komárom";"10";"Téglás Géza";"A HAZA NEM ELADÓ";"380";"0.76"
"KOMÁROM–ESZTERGOM";"Komárom";"11";"Vági Ágnes Csilla";"JESZ";"330";"0.66"
"KOMÁROM–ESZTERGOM";"Komárom";"13";"Székely Antal";"MSZP-EGYÜTT-DK-PM-MLP";"12430";"24.98"
"KOMÁROM–ESZTERGOM";"Komárom";"14";"Nemes Tibor";"ÚMP";"48";"0.1"
"KOMÁROM–ESZTERGOM";"Komárom";"15";"Gomán Zsolt";"KMSZ";"53";"0.11"
"KOMÁROM–ESZTERGOM";"Komárom";"18";"Pintér László";"ÚDP";"82";"0.16"
"NÓGRÁD";"Salgótarján";"2";"Krekács Dániel Zsolt";"SEM";"163";"0.33"
"NÓGRÁD";"Salgótarján";"3";"Szőrös Zita";"MCP";"269";"0.55"
"NÓGRÁD";"Salgótarján";"4";"Dr. Turza Csaba József";"Független";"548";"1.12"
"NÓGRÁD";"Salgótarján";"5";"Hajdara Roland";"FKGP";"63";"0.13"
"NÓGRÁD";"Salgótarján";"6";"Laukó Lenke";"A HAZA NEM ELADÓ";"401";"0.82"
"NÓGRÁD";"Salgótarján";"7";"Komlósi Csaba";"LMP";"1286";"2.63"
"NÓGRÁD";"Salgótarján";"8";"Boldvai László Róbert";"MSZP-EGYÜTT-DK-PM-MLP";"13140";"26.87"
"NÓGRÁD";"Salgótarján";"9";"Becsó Zsolt";"FIDESZ-KDNP";"18410";"37.64"
"NÓGRÁD";"Salgótarján";"10";"Kutas József";"JOBBIK";"11499";"23.51"
"NÓGRÁD";"Salgótarján";"11";"Nagy Józsefné";"MACSEP";"0";"0.0"
"NÓGRÁD";"Salgótarján";"12";"Csikós Béla";"EU. ROM";"42";"0.09"
"NÓGRÁD";"Salgótarján";"13";"Kürti István";"KISGAZDAPÁRT-MIÉP";"56";"0.11"
"NÓGRÁD";"Salgótarján";"14";"Gazsiné Szekeres Márta";"Független";"99";"0.2"
"NÓGRÁD";"Salgótarján";"16";"Sturmann Béla";"SZOCIÁLDEMOKRATÁK";"137";"0.28"
"NÓGRÁD";"Salgótarján";"17";"Klányi József";"Független";"40";"0.08"
"NÓGRÁD";"Salgótarján";"19";"Dr. Fölker Tibor Tamás";"MRPP";"77";"0.16"
